Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",12,4,8,20,1,,,4.0,,,,,,3.0,,,,,,,,,
22,"Bower, Nathan",7,4,6,13,,1.0,,,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",18,4,21,39,,,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Bulluss, Paul",7,5,1,8,,,,,,,,,,1.0,,,,,,,,,
9,"Campbell, Wayne",20,3,8,28,2,1.0,,,,,,,2.0,1.0,,,,,,,,,
15,"Charles, Justin",8,5,7,15,,,14.0,2.0,,,,,3.0,3.0,,,,,,,,,
10,"Daffy, Nick",21,7,4,25,2,2.0,,1.0,,,,,3.0,,2.0,,,,,,,,
27,"Funcke, Ross",,,4,4,,,,1.0,,,,,,,,,,,,,,,
25,"Gale, Brendon",14,9,6,20,5,1.0,5.0,4.0,,,,,4.0,1.0,,,,,,,,,
1,"Gale, Michael",6,5,3,9,,,,,,,,,,1.0,,,,,,,,,
2,"Gaspar, Darren",9,4,10,19,,,,2.0,,,,,2.0,2.0,,,,,,,,,
23,"Jurica, Stephen",4,4,8,12,1,3.0,,1.0,,,,,1.0,,,,,,,,,,
3,"Kellaway, Duncan",5,4,12,17,,,,8.0,,,,,5.0,1.0,,,,,,,,,
8,"Merenda, Mark",15,6,11,26,2,1.0,,3.0,,,,,3.0,,3.0,,,,,,,,
6,"Naish, Chris",9,3,2,11,2,1.0,,3.0,,,,,,2.0,,,,,,,,,
7,"Prescott, Ashley",2,1,,2,,,,1.0,,,,,,1.0,,,,,,,,,
12,"Richardson, Matthew",13,10,1,14,7,2.0,,,,,,,1.0,3.0,1.0,,,,,,,,
4,"Rogers, Matthew",15,3,7,22,1,2.0,,1.0,,,,,1.0,,,,,,,,,,
5,"Tape, Jamie",4,2,6,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Torney, Jason",6,1,4,10,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Turner, Scott",4,1,3,7,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,85,132,331,23,16.0,19.0,34.0,,,,,30.0,24.0,6.0,,,,,,,,
Opposition,Opposition,163,61,128,291,9,8.0,18.0,29.0,,,,,24.0,30.0,,,,,,,,,
