Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Beams, Dayne",22y 222d,83 (62-2-19 75.90%),89 (1.07),←,
11,"Blair, Jarryd",22y 160d,59 (46-1-12 78.81%),50 (0.85),←,
16,"Brown, Nathan",23y 279d,68 (43-1-24 63.97%),6 (0.09),←,
32,"Cloke, Travis",25y 200d,174 (113-2-59 65.52%),283 (1.63),←,
31,"Dawes, Chris",24y 128d,71 (54-1-16 76.76%),83 (1.17),←,
35,"Elliott, Jamie",20y 31d,15 (11-0-4 73.33%),6 (0.40),←,
1,"Fasolo, Alex",20y 105d,37 (27-0-10 72.97%),44 (1.19),←,
6,"Goldsack, Tyson",25y 122d,91 (62-0-29 68.13%),31 (0.34),←,
26,"Johnson, Ben",31y 169d,232 (137-1-94 59.27%),70 (0.30),←,
18,"Jolly, Darren",30y 320d,228 (133-4-91 59.21%),118 (0.52),62 (47-2-13 77.42%),48 (0.77)
7,"Krakouer, Andrew",29y 230d,129 (56-0-73 43.41%),142 (1.10),27 (22-0-5 81.48%),40 (1.48)
8,"Lumumba, Heritier",25y 311d,159 (107-2-50 67.92%),18 (0.11),←,
10,"Pendlebury, Scott",24y 258d,148 (100-2-46 68.24%),95 (0.64),←,
20,"Reid, Ben",23y 145d,73 (50-2-21 69.86%),5 (0.07),←,
39,"Shaw, Heath",26y 299d,153 (98-2-53 64.71%),36 (0.24),←,
22,"Sidebottom, Steele",21y 263d,85 (64-2-19 76.47%),66 (0.78),←,
28,"Sinclair, Ben",20y 356d,24 (16-0-8 66.67%),16 (0.67),←,
36,"Swan, Dane",28y 209d,196 (123-2-71 63.27%),158 (0.81),←,
2,"Tarrant, Chris",32y 3d,268 (130-0-138 48.51%),367 (1.37),196 (102-0-94 52.04%),307 (1.57)
13,"Thomas, Dale",25y 92d,152 (101-2-49 67.11%),121 (0.80),←,
34,"Toovey, Alan",25y 182d,109 (78-2-29 72.48%),8 (0.07),←,
21,"Wellingham, Sharrod",24y 76d,92 (67-2-23 73.91%),55 (0.60),←,
Totals,Totals,25y 89d,2646 (1678-30-938 63.42%),1867 (0.71),,
C,"Buckley, Nathan",40y 57d,25 (17-0-8 68.00%),,←,
