Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bandy, Daniel",9,5,4,13,,,6.0,4.0,1.0,,,5.0,1.0,2.0,,3.0,10.0,,,,,,70.0
20,"Bowden, Patrick",2,1,2,4,1,,1.0,6.0,,1.0,,2.0,1.0,1.0,,1.0,3.0,,,1.0,,,67.0
42,"Boyd, Matthew",5,3,7,12,2,,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,,4.0,8.0,,2.0,2.0,,2.0,90.0
17,"Brown, Nathan",15,5,5,20,1,1.0,,1.0,1.0,2.0,3.0,3.0,1.0,,,6.0,14.0,,2.0,3.0,,1.0,100.0
38,"Cross, Daniel",2,2,2,4,,,,2.0,,2.0,,,,,,1.0,3.0,,,1.0,,,22.0
14,"Darcy, Luke",13,7,9,22,2,,16.0,1.0,2.0,2.0,6.0,5.0,3.0,3.0,,11.0,11.0,2.0,2.0,2.0,,2.0,100.0
28,"Dimattina, Paul",10,2,13,23,,,,3.0,2.0,6.0,8.0,2.0,,,,10.0,10.0,,,1.0,2.0,,85.0
10,"Eagleton, Nathan",17,4,7,24,3,,,3.0,1.0,4.0,1.0,1.0,1.0,,,7.0,17.0,2.0,,3.0,1.0,2.0,100.0
4,"Garlick, Simon",2,1,3,5,,1.0,,1.0,,1.0,1.0,,,,,4.0,2.0,,,1.0,,,39.0
13,"Giansiracusa, Daniel",7,3,5,12,,,,2.0,3.0,1.0,,,,,,1.0,9.0,,,,,,57.0
9,"Gilbee, Lindsay",6,2,2,8,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,2.0,6.0,,,2.0,2.0,,87.0
8,"Hahn, Mitch",7,5,7,14,,,2.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,,4.0,10.0,,,2.0,,,82.0
25,"Hargrave, Ryan",5,6,10,15,,,,3.0,2.0,3.0,1.0,2.0,,2.0,,6.0,9.0,,,1.0,,,86.0
22,"Harrison, Ben",7,7,6,13,1,,,,,1.0,,,,,,5.0,8.0,2.0,2.0,,,1.0,81.0
6,"Johnson, Brad",10,7,9,19,3,1.0,,4.0,,,1.0,4.0,,2.0,,9.0,10.0,3.0,6.0,2.0,,2.0,100.0
35,"Kretiuk, Steven",5,3,6,11,,,1.0,1.0,2.0,,2.0,,2.0,,,8.0,5.0,,,7.0,,,100.0
36,"Lake, Brian",3,,2,5,,,,4.0,,1.0,,2.0,1.0,2.0,,3.0,2.0,,,,1.0,,81.0
29,"McGuinness, Kieran",1,,4,5,,,,,1.0,,,,1.0,,,4.0,1.0,,,2.0,,,61.0
2,"Murphy, Robert",10,3,4,14,1,,,4.0,1.0,4.0,1.0,,,,,4.0,10.0,,,1.0,,,100.0
30,"Robbins, Matthew",6,2,2,8,,1.0,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,3.0,8.0,,,4.0,,,94.0
5,"Smith, Rohan",18,4,5,23,,2.0,,,5.0,5.0,2.0,,,,,4.0,18.0,,,2.0,1.0,,100.0
7,"West, Scott",15,5,17,32,,,,1.0,1.0,5.0,8.0,3.0,3.0,2.0,,17.0,16.0,,,2.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,77,131,306,14,11.0,27.0,47.0,28.0,49.0,39.0,37.0,17.0,18.0,,117.0,190.0,9.0,14.0,39.0,7.0,10.0,
Opposition,Opposition,192,101,120,312,24,11.0,46.0,44.0,33.0,55.0,35.0,37.0,18.0,17.0,6.0,129.0,190.0,22.0,22.0,50.0,12.0,11.0,
