Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Bentley, Greg",8,1,4,12,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,5.0,7.0,,,2.0,,,82.0
7,"Burgoyne, Peter",16,2,6,22,1,1.0,,11.0,,4.0,7.0,3.0,3.0,,,10.0,10.0,,,1.0,,,88.0
8,"Burgoyne, Shaun",18,1,3,21,2,2.0,,5.0,3.0,5.0,6.0,,1.0,,3.0,8.0,6.0,,,3.0,,1.0,83.0
25,"Cassisi, Domenic",7,6,9,16,,,,8.0,2.0,1.0,2.0,2.0,,,,6.0,10.0,,,1.0,1.0,,94.0
30,"Chaplin, Troy",11,8,5,16,1,,,1.0,2.0,,,4.0,,,,2.0,12.0,,,10.0,,,94.0
35,"Cornes, Chad",23,7,9,32,,1.0,2.0,2.0,3.0,4.0,3.0,4.0,,2.0,2.0,11.0,18.0,1.0,,1.0,1.0,,93.0
18,"Cornes, Kane",22,9,6,28,,,,5.0,2.0,2.0,2.0,3.0,1.0,1.0,,5.0,20.0,1.0,,1.0,1.0,1.0,98.0
33,"Ebert, Brett",10,,3,13,2,1.0,,2.0,,1.0,,3.0,1.0,1.0,,6.0,5.0,,,3.0,,1.0,91.0
29,"Krakouer, Nathan",8,4,3,11,,1.0,,1.0,,3.0,2.0,,,,,5.0,5.0,,1.0,2.0,,,57.0
5,"Lade, Brendon",7,4,2,9,,,30.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,,1.0,3.0,,2.0,69.0
12,"Lonie, Nathan",16,4,5,21,,,,7.0,2.0,7.0,3.0,,1.0,,,6.0,14.0,,,1.0,1.0,1.0,93.0
22,"Mahoney, Josh",6,4,11,17,,,,5.0,,3.0,,1.0,2.0,1.0,,13.0,4.0,1.0,,1.0,,,89.0
36,"Pettigrew, Michael",11,7,8,19,,,,6.0,4.0,2.0,2.0,,,,,8.0,11.0,1.0,,9.0,,,100.0
15,"Rodan, David",12,5,8,20,2,,1.0,9.0,,4.0,2.0,3.0,2.0,,,9.0,10.0,,,3.0,2.0,,75.0
3,"Salopek, Steven",14,7,10,24,1,,,2.0,,4.0,2.0,4.0,3.0,,,10.0,14.0,1.0,1.0,1.0,,,82.0
9,"Surjan, Jacob",13,5,6,19,,,,1.0,3.0,4.0,,1.0,1.0,1.0,,7.0,8.0,,,1.0,1.0,,100.0
23,"Symes, Brad",12,4,3,15,1,,,6.0,1.0,1.0,2.0,2.0,,2.0,,4.0,10.0,,,4.0,,,89.0
28,"Thurstans, Toby",1,,2,3,,,12.0,4.0,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,,,46.0
1,"Tredrea, Warren",11,7,2,13,3,2.0,,1.0,,5.0,,2.0,2.0,1.0,,6.0,6.0,1.0,3.0,1.0,,1.0,84.0
2,"Wakelin, Darryl",18,11,,18,,,,2.0,6.0,,,4.0,1.0,1.0,,4.0,13.0,,,6.0,7.0,,91.0
24,"White, Damon",9,4,1,10,1,,,3.0,,3.0,,2.0,1.0,1.0,,3.0,7.0,,1.0,4.0,,,85.0
21,"Wilson, Michael",4,2,2,6,,,,1.0,,1.0,2.0,2.0,,1.0,,1.0,5.0,,,,,1.0,18.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,257,102,108,365,14,12.0,47.0,85.0,29.0,59.0,38.0,43.0,21.0,14.0,6.0,134.0,202.0,6.0,7.0,59.0,14.0,8.0,
Opposition,Opposition,211,59,118,329,6,7.0,36.0,69.0,44.0,37.0,43.0,60.0,15.0,21.0,,143.0,169.0,3.0,5.0,52.0,12.0,3.0,
