Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Caldwell, Jye",18,4,14,32,,,,12.0,4.0,4.0,12.0,5.0,2.0,,,18.0,13.0,,,1.0,,1.0,87.0
13 ↑,"Cox, Nik",3,1,4,7,,,,1.0,1.0,,,2.0,,,,2.0,5.0,,,1.0,,,24.0
2,"Draper, Sam",5,1,4,9,,,24.0,2.0,,2.0,3.0,7.0,,3.0,,6.0,1.0,,,1.0,,,77.0
22,"Durham, Sam",9,4,9,18,,,,10.0,,5.0,4.0,3.0,,2.0,,6.0,11.0,1.0,,1.0,,2.0,81.0
28,"Duursma, Xavier",12,8,3,15,,,,2.0,2.0,4.0,,1.0,,,,2.0,13.0,,,2.0,2.0,,79.0
17,"Goldstein, Todd",2,1,11,13,,,33.0,,,3.0,5.0,1.0,2.0,,,9.0,3.0,,,2.0,,,67.0
11,"Gresham, Jade",11,3,2,13,1,1.0,,1.0,1.0,3.0,1.0,2.0,,,,3.0,7.0,,1.0,1.0,,,83.0
35,"Guelfi, Matt",12,1,5,17,1,,,7.0,,3.0,4.0,2.0,2.0,1.0,,7.0,7.0,,,3.0,,,89.0
21,"Heppell, Dyson",11,5,11,22,,,,2.0,3.0,1.0,2.0,4.0,2.0,1.0,,9.0,13.0,,,1.0,1.0,,84.0
19,"Hind, Nick",10,,3,13,1,,,6.0,,4.0,4.0,4.0,1.0,1.0,,8.0,5.0,,,2.0,,1.0,75.0
23 ↓,"Jones, Harry",9,8,3,12,,,,4.0,,2.0,,1.0,1.0,,,4.0,9.0,,,5.0,,,67.0
4,"Langford, Kyle",7,5,3,10,1,1.0,,4.0,,2.0,1.0,,,,,4.0,6.0,,1.0,1.0,,3.0,82.0
15,"Laverde, Jayden",9,5,4,13,,,,1.0,3.0,2.0,,5.0,,,,3.0,9.0,,,6.0,,,91.0
37,"Martin, Nic",17,2,10,27,,,,1.0,2.0,10.0,1.0,6.0,1.0,1.0,,6.0,19.0,,,1.0,,1.0,88.0
1,"McGrath, Andrew",11,7,7,18,,,,2.0,7.0,2.0,,3.0,,1.0,,5.0,12.0,1.0,,,,,77.0
32,"McKay, Ben",6,1,2,8,,,,,2.0,1.0,,2.0,3.0,,,5.0,5.0,,,7.0,,,96.0
47,"Menzie, Jye",6,2,2,8,,,,3.0,4.0,1.0,,4.0,1.0,1.0,,2.0,5.0,,,,2.0,,77.0
7,"Merrett, Zach",11,2,12,23,1,1.0,,5.0,1.0,4.0,4.0,6.0,2.0,1.0,,8.0,15.0,,,1.0,,,81.0
16,"Perkins, Archie",7,2,7,14,,1.0,,4.0,,2.0,2.0,4.0,,,,6.0,8.0,,1.0,1.0,,,63.0
27,"Redman, Mason",11,5,1,12,,,,4.0,3.0,1.0,1.0,2.0,,,,2.0,9.0,,1.0,2.0,,,82.0
14,"Ridley, Jordan",10,3,5,15,,,,1.0,6.0,,,4.0,1.0,2.0,,5.0,6.0,,,3.0,,,91.0
25,"Stringer, Jake",6,3,3,9,2,,,2.0,,2.0,2.0,5.0,,1.0,,4.0,4.0,,1.0,,,,70.0
20,"Wright, Peter",8,6,7,15,2,1.0,2.0,2.0,,2.0,,5.0,,,,9.0,6.0,3.0,4.0,4.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,79,132,343,9,6.0,59.0,76.0,39.0,60.0,46.0,78.0,18.0,15.0,,133.0,191.0,5.0,9.0,46.0,5.0,8.0,
Opposition,Opposition,244,103,127,371,16,9.0,27.0,78.0,50.0,56.0,38.0,64.0,15.0,18.0,6.0,142.0,220.0,10.0,14.0,42.0,8.0,11.0,
