West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Adkins, Damien",6,3,6,12,1,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,10.0,,,2.0,1.0,,64.0
6,"Banfield, Drew",10,9,3,13,,,,3.0,4.0,,,,,,,3.0,10.0,1.0,,3.0,,,88.0
10,"Braun, Michael",13,3,9,22,,,,4.0,2.0,7.0,1.0,3.0,2.0,,,6.0,16.0,,,1.0,,,84.0
26,"Butler, Sam",12,7,5,17,1,,,3.0,,4.0,,2.0,,1.0,,3.0,14.0,,1.0,3.0,,,78.0
17,"Chick, Daniel",9,3,2,11,1,,,,,4.0,,4.0,1.0,2.0,,7.0,3.0,2.0,,1.0,,1.0,87.0
9,"Cousins, Ben",20,8,5,25,,,,1.0,2.0,9.0,5.0,4.0,,2.0,1.0,9.0,18.0,,,2.0,6.0,,93.0
20,"Cox, Dean",10,8,3,13,1,,23.0,,1.0,2.0,1.0,,1.0,,,2.0,11.0,,1.0,4.0,,,80.0
7,"Fletcher, Chad",17,4,7,24,1,,,,2.0,5.0,12.0,3.0,2.0,2.0,,12.0,12.0,,,4.0,3.0,,92.0
23,"Glass, Darren",1,1,5,6,,,,,,,,2.0,2.0,2.0,,5.0,1.0,,,8.0,,,100.0
29,"Hansen, Ashley",9,6,,9,,1.0,,1.0,,4.0,,1.0,1.0,,,2.0,7.0,,1.0,1.0,,1.0,86.0
39,"Hunter, Adam",10,7,2,12,,,1.0,,2.0,2.0,1.0,3.0,,3.0,,2.0,10.0,,,3.0,,1.0,96.0
38,"Jones, Brett",5,5,10,15,,,,,4.0,1.0,,8.0,,3.0,,4.0,10.0,2.0,,5.0,,,81.0
3,"Judd, Chris",9,1,7,16,,,,1.0,2.0,2.0,1.0,4.0,,2.0,,8.0,7.0,,,2.0,3.0,,95.0
4,"Kerr, Daniel",11,4,6,17,,,,1.0,,2.0,2.0,2.0,,,,9.0,8.0,,,3.0,,1.0,68.0
21,"Lynch, Quinten",8,5,,8,2,2.0,,1.0,,3.0,,5.0,,3.0,,2.0,5.0,1.0,2.0,4.0,,,75.0
33,"Matera, Phillip",10,5,4,14,5,2.0,,,,,,2.0,1.0,1.0,,9.0,5.0,2.0,5.0,,,1.0,100.0
31,"Nicoski, Mark",11,5,6,17,1,,,3.0,3.0,1.0,1.0,2.0,,1.0,,6.0,11.0,,,2.0,,,76.0
14,"Seaby, Mark",1,2,7,8,,,6.0,,,1.0,3.0,2.0,2.0,1.0,,3.0,5.0,,,,,,34.0
37,"Selwood, Adam",8,8,4,12,1,,,3.0,1.0,4.0,,3.0,,,,1.0,10.0,,,1.0,,,55.0
41,"Staker, Brent",14,8,5,19,1,1.0,,1.0,1.0,3.0,,2.0,1.0,2.0,,9.0,10.0,1.0,,3.0,,1.0,86.0
5,"Stenglein, Tyson",13,7,9,22,,,1.0,2.0,6.0,1.0,5.0,3.0,3.0,1.0,,13.0,9.0,1.0,,5.0,,,94.0
44,"Wirrpanda, David",20,8,5,25,,,,3.0,9.0,3.0,1.0,6.0,,1.0,3.0,6.0,17.0,1.0,,4.0,1.0,1.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,117,110,337,15,11.0,31.0,29.0,40.0,59.0,33.0,62.0,16.0,28.0,4.0,123.0,209.0,11.0,10.0,61.0,14.0,7.0,
Opposition,Opposition,205,73,123,328,14,13.0,24.0,38.0,41.0,56.0,34.0,52.0,28.0,16.0,2.0,129.0,194.0,4.0,10.0,64.0,14.0,7.0,
