St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Burke, Nathan",7,1.0,1.0,8,1.0,,,4.0,,,,,1.0,1.0,,,,,,,,,
15,"Coghlan, Frank",10,3.0,14.0,24,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
14,"Craven, Danny",7,2.0,9.0,16,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,
46,"Cummings, Steven",17,2.0,8.0,25,,,,2.0,,,,,1.0,2.0,,,,,,,,,
34,"Daniels, Jayson",14,5.0,8.0,22,,,,5.0,,,,,2.0,3.0,,,,,,,,,
2,"Frawley, Danny",8,2.0,4.0,12,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Harding, Paul",2,2.0,2.0,4,,,1.0,,,,,,,,,,,,,,,,
35,"Harvey, Robert",17,3.0,13.0,30,,1.0,,1.0,,,,,3.0,,,,,,,,,,
9,"Kitschke, Damian",5,2.0,2.0,7,,2.0,3.0,,,,,,1.0,3.0,,,,,,,,,
3,"Krakouer, Jim",1,1.0,,1,,,,,,,,,,,,,,,,,,,
23,"Loewe, Stewart",9,7.0,3.0,12,1.0,4.0,,,,,,,,1.0,,,,,,,,,
5,"McAdam, Gilbert",16,2.0,13.0,29,1.0,4.0,,1.0,,,,,2.0,,,,,,,,,,
12,"Morris, Russell",18,6.0,3.0,21,1.0,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Muller, Ian",7,2.0,2.0,9,,,1.0,,,,,,,2.0,,,,,,,,,
1,"Newport, Stephen",15,,8.0,23,,,,2.0,,,,,3.0,,,,,,,,,,
41,"Pekin, Tim",8,3.0,7.0,15,,,,3.0,,,,,4.0,,,,,,,,,,
13,"Ralphsmith, Sean",5,3.0,5.0,10,,,,1.0,,,,,1.0,,,,,,,,,,
37,"Rice, Dean",19,5.0,4.0,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Taylor, Kain",7,4.0,5.0,12,,1.0,,,,,,,,,,,,,,,,,
17,"Wilson, Brian",7,4.0,5.0,12,2.0,3.0,1.0,,,,,,1.0,4.0,,,,,,,,,
Totals,Totals,199,59.0,116.0,315,7.0,18.0,7.0,25.0,,,,,23.0,22.0,,,,,,,,,
Opposition,Opposition,217,74.0,101.0,318,13.0,16.0,27.0,32.0,,,,,22.0,23.0,6.0,,,,,,,,
