West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Brennan, Michael",12,4,6,18,,,,,,,,,2.0,,,,,,,,,,
18,"Evans, Tony",10,1,8,18,,,,2.0,,,,,1.0,2.0,,,,,,,,,
40,"Hampson, Damian",11,1,2,13,1,,,,,,,,2.0,,,,,,,,,,
23,"Harding, Paul",10,6,4,14,,1.0,8.0,1.0,,,,,3.0,,,,,,,,,,
1,"Heady, Brett",15,4,4,19,1,,,,,,,,3.0,4.0,1.0,,,,,,,,
22,"Hynes, David",11,7,5,16,3,,2.0,,,,,,2.0,1.0,,,,,,,,,
27,"Jakovich, Glen",14,5,5,19,,,,2.0,,,,,,1.0,3.0,,,,,,,,
15,"Krummel, Brendan",4,1,4,8,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Lamb, Dwayne",7,2,3,10,,,,2.0,,,,,,1.0,,,,,,,,,
28,"Lewis, Chris",17,1,3,20,,1.0,,5.0,,,,,3.0,1.0,,,,,,,,,
30,"Matera, Peter",13,3,5,18,1,2.0,,2.0,,,,,2.0,2.0,2.0,,,,,,,,
11,"McIntosh, Ashley",12,6,2,14,4,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,
17,"McKenna, Guy",14,5,3,17,,,,1.0,,,,,2.0,4.0,,,,,,,,,
10,"Pyke, Don",8,3,2,10,,,,,,,,,,,,,,,,,,,
46,"Schofield, Jarrad",4,1,1,5,,3.0,,1.0,,,,,1.0,3.0,,,,,,,,,
4,"Sumich, Peter",10,10,2,12,6,4.0,,,,,,,,4.0,,,,,,,,,
39,"Waterman, Chris",9,6,8,17,,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
12,"White, Mitchell",12,5,4,16,,,1.0,,,,,,4.0,2.0,,,,,,,,,
9,"Wilson, Peter",12,3,2,14,,1.0,,,,,,,1.0,5.0,,,,,,,,,
24,"Worsfold, John",16,4,4,20,,,,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,78,77,298,17,18.0,13.0,21.0,,,,,32.0,37.0,6.0,,,,,,,,
Opposition,Opposition,166,49,98,264,10,3.0,15.0,23.0,,,,,37.0,32.0,,,,,,,,,
