Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",26y 187d,127 (51-2-74 40.94%),36 (0.28),←,
43,"Bewick, Rohan",22y 223d,15 (5-0-10 33.33%),5 (0.33),←,
20,"Black, Simon",33y 47d,303 (165-4-134 55.12%),165 (0.54),←,
16,"Brown, Jonathan",30y 204d,216 (128-3-85 59.95%),511 (2.37),←,
39,"Drummond, Josh",29y 31d,84 (38-2-44 46.43%),32 (0.38),←,
41,"Golby, Mitch",20y 230d,16 (5-0-11 31.25%),,←,
6,"Green, Josh",19y 270d,6 (3-0-3 50.00%),,←,
11,"Hanley, Pearce",23y 187d,42 (10-0-32 23.81%),8 (0.19),←,
28,"Karnezis, Patrick",20y 27d,15 (3-0-12 20.00%),21 (1.40),←,
35,"Lester, Ryan",19y 268d,10 (3-0-7 30.00%),4 (0.40),←,
5,"Longer, Billy",19y 8d,4 (1-0-3 25.00%),,←,
36,"Maguire, Matt",27y 356d,136 (66-1-69 48.90%),19 (0.14),37 (12-0-25 32.43%),
9,"McGrath, Ashley",29y,184 (88-2-94 48.37%),138 (0.75),←,
21,"Merrett, Daniel",27y 160d,121 (50-3-68 42.56%),31 (0.26),←,
24,"Patfull, Joel",27y 165d,125 (49-3-73 40.40%),21 (0.17),←,
4,"Polec, Jared",19y 221d,11 (3-0-8 27.27%),7 (0.64),←,
31,"Polkinghorne, James",23y 120d,67 (24-1-42 36.57%),38 (0.57),←,
29,"Raines, Andrew",26y 73d,87 (26-1-60 30.46%),3 (0.03),31 (8-0-23 25.81%),2 (0.06)
30,"Redden, Jack",21y 163d,62 (20-1-41 33.06%),25 (0.40),←,
10,"Rich, Daniel",21y 348d,70 (26-1-43 37.86%),41 (0.59),←,
38,"Rockliff, Tom",22y 88d,48 (11-0-37 22.92%),25 (0.52),←,
15,"Zorko, Dayne",23y 101d,2 (1-0-1 50.00%),1 (0.50),←,
Totals,Totals,24y 108d,1751 (776-24-951 44.32%),1131 (0.65),,
C,"Voss, Michael",36y 318d,76 (28-1-47 37.50%),,←,
