Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
49,"Betheras, Rupert",24y 229d,34 (9-0-25 26.47%),11 (0.32),←,
5,"Buckley, Nathan",27y 349d,159 (57-2-100 36.48%),168 (1.06),139 (53-2-84 38.85%),147 (1.06)
17,"Burns, Scott",25y 199d,101 (37-1-63 37.13%),42 (0.42),←,
28,"Crosisca, Gavin",31y 298d,243 (121-5-117 50.82%),64 (0.26),←,
40,"Davis, Leon",19y 22d,11 (3-0-8 27.27%),8 (0.73),←,
19,"Davis, Nick",20y 101d,26 (6-0-20 23.08%),11 (0.42),←,
46,"Dimattina, Andrew",22y 243d,6 (1-0-5 16.67%),2 (0.33),←,
25,"Fraser, Josh",18y 186d,17 (6-0-11 35.29%),3 (0.18),←,
31,"Johnson, Ben",19y 95d,10 (5-0-5 50.00%),6 (0.60),←,
30,"Kinnear, Ben",21y 133d,25 (8-0-17 32.00%),4 (0.16),←,
18,"Licuria, Paul",22y 187d,41 (10-0-31 24.39%),11 (0.27),31 (8-0-23 25.81%),9 (0.29)
12,"McKee, Steven",22y 19d,27 (11-0-16 40.74%),1 (0.04),7 (1-0-6 14.29%),
48,"Michael, Mal",23y 15d,57 (20-0-37 35.09%),18 (0.32),←,
11,"OBree, Shane",21y 116d,37 (15-0-22 40.54%),14 (0.38),18 (6-0-12 33.33%),11 (0.61)
2,"Orchard, Mark",24y 98d,84 (37-1-46 44.64%),15 (0.18),43 (13-1-29 31.40%),10 (0.23)
35,"Prestigiacomo, Simon",22y 160d,65 (20-0-45 30.77%),2 (0.03),←,
23,"Rocca, Anthony",22y 329d,94 (36-0-58 38.30%),124 (1.32),72 (25-0-47 34.72%),113 (1.57)
44,"Scotland, Heath",19y 354d,19 (3-0-16 15.79%),3 (0.16),←,
22,"Shaw, Rhyce",18y 267d,3 (0-0-3 0.00%),3 (1.00),←,
20,"Tarrant, Chris",19y 295d,41 (12-0-29 29.27%),42 (1.02),←,
16,"Wasley, James",20y 356d,23 (4-0-19 17.39%),3 (0.13),←,
10,"Williams, Paul",27y 97d,186 (80-2-104 43.55%),221 (1.19),←,
Totals,Totals,22y 205d,1309 (501-11-797 38.27%),776 (0.59),,
C,"Malthouse, Mick",46y 327d,396 (229-4-163 58.33%),,18 (6-0-12 33.33%),
