Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 104d,37 (6-0-31 16.22%),26 (0.70),←,
10,"Ballard, Charlie",19y 306d,21 (4-0-17 19.05%),1 (0.05),←,
3,"Bowes, Jack",21y 119d,37 (8-0-29 21.62%),11 (0.30),←,
29,"Burgess, Chris",23y 180d,6 (3-0-3 50.00%),2 (0.33),←,
19,"Corbett, Josh",23y 32d,5 (0-0-5 0.00%),3 (0.60),←,
8,"Fiorini, Brayden",21y 276d,35 (9-0-26 25.71%),13 (0.37),←,
5,"Harbrow, Jarrod",30y 311d,234 (84-2-148 36.32%),54 (0.23),164 (44-1-119 27.13%),33 (0.20)
39,"Holman, Nick",23y 361d,40 (8-0-32 20.00%),19 (0.47),31 (7-0-24 22.58%),19 (0.61)
20,"Hombsch, Jack",26y 79d,108 (53-0-55 49.07%),1 (0.01),10 (3-0-7 30.00%),
38,"Joyce, Jesse",21y 281d,55 (15-0-40 27.27%),1 (0.02),←,
34,"King, Ben",18y 322d,2 (0-0-2 0.00%),,←,
41,"Lukosius, Jack",18y 289d,9 (3-0-6 33.33%),2 (0.22),←,
44,"Macpherson, Darcy",21y 208d,27 (6-0-21 22.22%),13 (0.48),←,
4,"Martin, Jack",24y 116d,91 (25-1-65 28.02%),77 (0.85),←,
2,"Miles, Anthony",27y 86d,79 (39-0-40 49.37%),28 (0.35),8 (3-0-5 37.50%),3 (0.38)
31,"Murdoch, Jordan",27y 63d,118 (75-2-41 64.41%),73 (0.62),10 (3-0-7 30.00%),
27,"Powell, Wil",19y 272d,15 (4-0-11 26.67%),6 (0.40),←,
6,"Sexton, Alex",25y 173d,107 (28-0-79 26.17%),92 (0.86),←,
24,"Swallow, David",26y 187d,127 (34-0-93 26.77%),62 (0.49),←,
14,"Weller, Lachie",23y 91d,75 (20-0-55 26.67%),21 (0.28),28 (6-0-22 21.43%),4 (0.14)
28,"Witts, Jarrod",26y 254d,90 (31-0-59 34.44%),24 (0.27),50 (13-0-37 26.00%),6 (0.12)
30,"Wright, Peter",22y 259d,59 (13-0-46 22.03%),77 (1.31),←,
Totals,Totals,23y 165d,1377 (468-5-904 33.99%),606 (0.44),,
C,"Dew, Stuart",39y 280d,32 (7-0-25 21.88%),,←,
