Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",28y 271d,172 (88-5-79 52.62%),141 (0.82),←,
5,"Buckley, Nathan",23y 332d,76 (27-2-47 36.84%),74 (0.97),56 (23-2-31 42.86%),53 (0.95)
17,"Burns, Scott",21y 182d,32 (12-1-19 39.06%),4 (0.13),←,
39,"Crow, Scott",22y 187d,25 (10-0-15 40.00%),5 (0.20),12 (4-0-8 33.33%),3 (0.25)
9,"Francis, Matthew",25y 298d,25 (7-0-18 28.00%),14 (0.56),6 (3-0-3 50.00%),1 (0.17)
15,"Hassall, Jon",22y 313d,47 (19-2-26 42.55%),12 (0.26),←,
31,"Hotton, Trent",22y 204d,15 (3-0-12 20.00%),14 (0.93),←,
33,"Liddell, Chad",19y 153d,8 (3-1-4 43.75%),3 (0.38),←,
27,"McDonald, Alex",26y 130d,58 (30-0-28 51.72%),33 (0.57),12 (4-0-8 33.33%),9 (0.75)
6,"Patterson, Stephen",25y 170d,31 (12-1-18 40.32%),40 (1.29),←,
35,"Prestigiacomo, Simon",18y 143d,2 (0-0-2 0.00%),,←,
7,"Pyman, Robert",24y 260d,19 (9-0-10 47.37%),8 (0.42),3 (1-0-2 33.33%),
3,"Richardson, Mark",23y 235d,42 (21-1-20 51.19%),45 (1.07),←,
29,"Russell, Scott",26y 46d,135 (77-3-55 58.15%),83 (0.61),←,
12,"Schauble, Andrew",19y 218d,15 (6-0-9 40.00%),4 (0.27),←,
30,"Sharkey, Paul",22y 14d,17 (6-0-11 35.29%),1 (0.06),←,
18,"Walker, Lee",23y 136d,12 (3-1-8 29.17%),8 (0.67),←,
14,"Watson, Shane",22y 126d,83 (40-1-42 48.80%),48 (0.58),←,
22,"Wild, Jason",20y 133d,18 (8-2-8 50.00%),5 (0.28),←,
10,"Williams, Paul",23y 80d,103 (52-2-49 51.46%),125 (1.21),←,
19,"Wright, Graham",28y 16d,163 (98-4-61 61.35%),100 (0.61),←,
Totals,Totals,23y 139d,1098 (531-26-541 48.36%),767 (0.70),,
C,"Shaw, Tony",35y 335d,12 (4-0-8 33.33%),,←,
