Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Chaplin, Troy",5,2.0,13.0,18,,,,1.0,2.0,2.0,,,,,,13.0,7,1.0,,5.0,,1.0,100.0
30,"Conca, Reece",15,6.0,8.0,23,,1.0,,5.0,1.0,4.0,3.0,4.0,1.0,2.0,,8.0,13,,,2.0,,1.0,81.0
9,"Cotchin, Trent",18,8.0,8.0,26,1.0,,,1.0,5.0,3.0,3.0,2.0,1.0,1.0,,6.0,20,,2.0,1.0,1.0,1.0,84.0
7,"Dea, Matt",4,4.0,13.0,17,,,,,4.0,,1.0,1.0,,,,6.0,11,1.0,,2.0,,,86.0
3,"Deledio, Brett",19,7.0,15.0,34,,,,,8.0,6.0,1.0,4.0,,2.0,1.0,4.0,28,,,2.0,4.0,2.0,87.0
10,"Edwards, Shane",6,3.0,9.0,15,1.0,,,2.0,2.0,2.0,2.0,,1.0,,,9.0,5,1.0,1.0,1.0,,1.0,78.0
5,"Ellis, Brandon",16,9.0,15.0,31,2.0,,,3.0,,6.0,3.0,3.0,1.0,1.0,,12.0,22,,1.0,1.0,5.0,1.0,90.0
41 ↑,"Foley, Nathan",13,3.0,8.0,21,1.0,,,5.0,,2.0,3.0,1.0,3.0,,,6.0,16,,,,1.0,,58.0
24,"Griffiths, Ben",7,7.0,1.0,8,2.0,2.0,2.0,2.0,,2.0,,2.0,,2.0,,4.0,5,3.0,3.0,1.0,,,89.0
6,"Grigg, Shaun",8,4.0,7.0,15,1.0,,1.0,4.0,1.0,2.0,2.0,1.0,1.0,,,5.0,9,1.0,,,,1.0,90.0
2,"Grimes, Dylan",4,3.0,5.0,9,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,,9,,,2.0,,,79.0
16,"Hampson, Shaun",5,4.0,5.0,10,,1.0,30.0,1.0,,3.0,2.0,1.0,1.0,1.0,,4.0,6,1.0,,2.0,,1.0,89.0
14,"Houli, Bachar",12,8.0,14.0,26,2.0,,,3.0,2.0,2.0,,2.0,,1.0,,4.0,22,,1.0,4.0,,,89.0
23 ↓,"Jackson, Daniel",2,,1.0,3,,,,,,1.0,,,,,,2.0,1,,,,,,11.0
35,"Lennon, Ben",13,8.0,3.0,16,,1.0,,3.0,,5.0,,4.0,1.0,,,4.0,13,2.0,1.0,1.0,,2.0,82.0
4,"Martin, Dustin",24,4.0,12.0,36,,,,2.0,3.0,7.0,6.0,4.0,1.0,2.0,2.0,11.0,27,,,1.0,2.0,4.0,80.0
36,"McDonough, Matt",10,3.0,7.0,17,1.0,1.0,,2.0,3.0,3.0,1.0,1.0,1.0,,,2.0,14,,1.0,,4.0,1.0,73.0
38,"Morris, Steven",1,,6.0,7,,1.0,,1.0,,,,1.0,1.0,,,5.0,2,,,1.0,,,94.0
18,"Rance, Alex",3,6.0,18.0,21,,,,2.0,2.0,,1.0,1.0,2.0,,,8.0,13,1.0,,5.0,,,100.0
8,"Riewoldt, Jack",17,12.0,,17,11.0,2.0,,,,,1.0,1.0,1.0,,3.0,5.0,12,3.0,12.0,,1.0,1.0,95.0
19,"Thomas, Matt",7,3.0,21.0,28,,,,10.0,,2.0,6.0,5.0,2.0,4.0,,13.0,16,,,,,4.0,78.0
29,"Vickery, Ty",8,5.0,5.0,13,2.0,1.0,11.0,1.0,,1.0,,,,,,4.0,10,1.0,4.0,,,2.0,86.0
Totals,Totals,217,109.0,194.0,411,24.0,10.0,44.0,51.0,35.0,54.0,35.0,39.0,19.0,17.0,6.0,135.0,281,15.0,26.0,31.0,18.0,23.0,
Opposition,Opposition,176,89.0,143.0,319,5.0,11.0,34.0,69.0,27.0,43.0,39.0,45.0,17.0,19.0,,99.0,217,1.0,6.0,35.0,10.0,5.0,
