Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Betheras, Rupert",15,3,7,22,3,,,4.0,,3.0,3.0,3.0,,,,12.0,10.0,,,3.0,,,
5,"Buckley, Nathan",19,4,12,31,2,,1.0,3.0,2.0,5.0,9.0,2.0,1.0,1.0,3.0,17.0,15.0,,1.0,4.0,2.0,,
17,"Burns, Scott",6,2,8,14,,,,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,7.0,7.0,,,1.0,,,
8,"Clement, James",15,5,7,22,,,,2.0,7.0,1.0,2.0,2.0,,1.0,,7.0,15.0,,,1.0,,,
34,"Cloke, Jason",7,6,2,9,,,5.0,1.0,6.0,1.0,3.0,1.0,,1.0,,5.0,5.0,3.0,,7.0,1.0,,
32,"Cummings, Scott",2,1,,2,1,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,
19,"Davis, Nick",10,7,2,12,1,3.0,,,,2.0,,1.0,1.0,1.0,,3.0,8.0,,3.0,1.0,,,
25,"Fraser, Josh",9,3,4,13,1,,7.0,,1.0,4.0,4.0,2.0,2.0,1.0,,7.0,7.0,1.0,1.0,1.0,,,
9,"Freeborn, Glenn",9,6,7,16,,,,2.0,6.0,1.0,1.0,1.0,,,,3.0,13.0,,,1.0,1.0,,
6,"Holland, Brodie",8,3,2,10,,,,4.0,,2.0,1.0,3.0,1.0,1.0,,5.0,6.0,1.0,1.0,1.0,1.0,,
26,"Johnson, Ben",7,1,8,15,,,,4.0,1.0,3.0,3.0,3.0,3.0,2.0,,10.0,7.0,,,,,,
18,"Licuria, Paul",12,5,13,25,,1.0,,,4.0,2.0,7.0,1.0,,1.0,,11.0,14.0,,1.0,2.0,3.0,,
24,"Lockyer, Tarkyn",14,3,4,18,,,,1.0,3.0,1.0,2.0,2.0,,,,3.0,15.0,,,1.0,,,
37,"Lonie, Ryan",3,1,2,5,,,,1.0,,,,3.0,,,,,5.0,,,1.0,1.0,,
27,"McGough, Mark",8,2,8,16,,,,1.0,,3.0,2.0,1.0,1.0,,,9.0,6.0,,,3.0,,,
12,"McKee, Steven",3,4,8,11,,,10.0,4.0,2.0,,,2.0,,,,4.0,7.0,,,2.0,,,
7,"Molloy, Jarrod",8,3,3,11,,1.0,1.0,3.0,,3.0,1.0,4.0,1.0,3.0,,6.0,5.0,2.0,1.0,1.0,,,
11,"OBree, Shane",13,6,6,19,1,,,1.0,2.0,2.0,3.0,2.0,,,,7.0,13.0,,,,1.0,,
35,"Prestigiacomo, Simon",,,1,1,,,,,,,,,,,,1.0,,,,,,,
23,"Rocca, Anthony",13,10,3,16,3,1.0,3.0,,,7.0,3.0,2.0,,2.0,,8.0,7.0,4.0,2.0,3.0,,,
20,"Tarrant, Chris",15,10,3,18,5,3.0,,3.0,1.0,4.0,,,5.0,,1.0,10.0,8.0,2.0,4.0,4.0,,,
14,"Wakelin, Shane",6,3,4,10,,,,1.0,2.0,,,1.0,1.0,1.0,,5.0,4.0,1.0,,5.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,88,114,316,17,12.0,27.0,37.0,38.0,45.0,48.0,38.0,17.0,16.0,4.0,140.0,178.0,14.0,15.0,43.0,11.0,,
Opposition,Opposition,164,76,117,281,16,15.0,46.0,42.0,20.0,58.0,30.0,34.0,16.0,17.0,2.0,111.0,173.0,15.0,14.0,53.0,13.0,,
