Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Borlase, James",6,5,6,12,,,,,2.0,1.0,,1.0,,,,6.0,6.0,1.0,,4.0,,,97.0
15,"Cook, Brayden",10,5,5,15,3,1.0,,4.0,1.0,1.0,,1.0,2.0,,,5.0,9.0,1.0,3.0,,,,75.0
5,"Crouch, Matt",6,4,18,24,,,,6.0,1.0,3.0,8.0,4.0,1.0,3.0,,12.0,11.0,,,1.0,,,72.0
12,"Dawson, Jordan",24,9,3,27,1,1.0,,4.0,2.0,12.0,3.0,6.0,,2.0,2.0,7.0,18.0,4.0,,1.0,,2.0,73.0
32,"Fogarty, Darcy",7,6,6,13,1,,,2.0,,2.0,,,,,,5.0,7.0,2.0,1.0,1.0,,2.0,80.0
17,"Hamill, Will",5,2,2,7,,,,1.0,1.0,,,,,,,1.0,6.0,,,,,,83.0
34,"Himmelberg, Elliott",8,5,7,15,2,1.0,6.0,2.0,,3.0,1.0,3.0,3.0,2.0,,10.0,7.0,3.0,2.0,1.0,,,84.0
20,"Hinge, Mitch",10,4,6,16,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,5.0,11.0,,,1.0,,,83.0
1,"Jones, Chayce",8,2,3,11,1,,,2.0,1.0,2.0,2.0,2.0,,,,3.0,8.0,,1.0,2.0,,,93.0
48,"Keane, Mark",12,10,2,14,,1.0,,1.0,3.0,,,5.0,,1.0,,4.0,10.0,3.0,1.0,3.0,,,91.0
2,"Keays, Ben",8,5,12,20,2,1.0,,3.0,,1.0,3.0,1.0,,,,8.0,11.0,,4.0,1.0,,1.0,83.0
29,"Laird, Rory",13,3,21,34,1,1.0,,6.0,,7.0,13.0,1.0,3.0,1.0,3.0,20.0,17.0,,,3.0,,2.0,73.0
25 ↑,"McHenry, Ned",6,2,4,10,1,,,2.0,2.0,,,,,,,6.0,4.0,1.0,,1.0,,,58.0
16,"Michalanney, Max",6,4,7,13,,,,3.0,2.0,1.0,,,1.0,,,6.0,7.0,1.0,,4.0,,,81.0
27,"Nankervis, Luke",11,5,4,15,,1.0,,1.0,3.0,3.0,,1.0,,,,1.0,12.0,,1.0,2.0,,1.0,81.0
43,"OBrien, Reilly",7,4,7,14,,,37.0,5.0,1.0,,2.0,7.0,1.0,3.0,,4.0,9.0,1.0,1.0,4.0,,,82.0
10 ↓,"Pedlar, Luke",1,1,,1,1,,,1.0,,,,,,,,,1.0,,1.0,,,,8.0
8,"Rachele, Josh",12,8,10,22,,1.0,,,,4.0,3.0,2.0,,2.0,,5.0,17.0,,1.0,1.0,1.0,2.0,86.0
23,"Rankine, Izak",12,5,5,17,4,1.0,,2.0,,3.0,6.0,1.0,,,1.0,7.0,10.0,,3.0,1.0,1.0,1.0,84.0
38,"Sholl, Lachlan",18,5,11,29,1,1.0,,2.0,1.0,3.0,,2.0,,,,7.0,21.0,,,,1.0,,91.0
14,"Soligo, Jake",15,5,8,23,,1.0,,6.0,,7.0,2.0,4.0,2.0,2.0,,8.0,17.0,,1.0,1.0,,1.0,77.0
13,"Walker, Taylor",8,9,7,15,2,1.0,,1.0,,4.0,,4.0,1.0,3.0,,7.0,8.0,4.0,4.0,,,3.0,81.0
24,"Worrell, Josh",15,9,3,18,,,,2.0,7.0,2.0,1.0,,1.0,,,5.0,10.0,2.0,,5.0,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,117,157,385,20,18.0,43.0,57.0,29.0,60.0,44.0,47.0,16.0,20.0,6.0,142.0,237.0,23.0,24.0,37.0,3.0,16.0,
Opposition,Opposition,201,83,118,319,12,9.0,42.0,45.0,39.0,41.0,35.0,46.0,20.0,16.0,,124.0,183.0,7.0,6.0,38.0,2.0,8.0,
