Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 112d,27 (8-1-18 31.48%),15 (0.56),←,
18,"Cameron, Leon",17y 224d,2 (1-0-1 50.00%),1 (0.50),←,
17,"Charles, Justin",19y 198d,4 (1-0-3 25.00%),,←,
26,"Del-Re, Danny",22y 61d,1 (0-0-1 0.00%),,←,
12,"Eppelstun, Greg",23y 149d,62 (29-1-32 47.58%),1 (0.02),←,
32,"Foster, Peter",29y 316d,109 (57-2-50 53.21%),50 (0.46),102 (54-2-46 53.92%),48 (0.47)
29,"Grant, Chris",17y 122d,3 (1-0-2 33.33%),9 (3.00),←,
36,"Hannebery, Matt",25y 180d,30 (16-1-13 55.00%),4 (0.13),←,
7,"Hawkins, Doug",29y 344d,225 (87-3-135 39.33%),98 (0.44),←,
43,"Hogg, Matthew",21y 114d,38 (13-1-24 35.53%),3 (0.08),←,
8,"Kennedy, Rick",29y 124d,142 (59-2-81 42.25%),31 (0.22),←,
39,"Liberatore, Tony",24y 62d,21 (12-0-9 57.14%),12 (0.57),←,
11,"McGuinness, Tony",25y 343d,90 (39-2-49 44.44%),92 (1.02),←,
14,"Reynolds, Keenan",21y 97d,2 (1-0-1 50.00%),,←,
47,"Standfield, Barry",20y 60d,3 (1-0-2 33.33%),,←,
16,"Wallace, Terry",31y 122d,231 (136-2-93 59.31%),115 (0.50),46 (18-1-27 40.22%),12 (0.26)
24,"Wallis, Stephen",25y 169d,151 (75-2-74 50.33%),39 (0.26),←,
6,"Wigney, Stuart",20y 360d,25 (9-1-15 38.00%),4 (0.16),←,
28,"Williams, Mark",26y 27d,30 (17-1-12 58.33%),21 (0.70),11 (3-1-7 31.82%),11 (1.00)
15,"Wynd, Scott",20y 79d,23 (8-0-15 34.78%),5 (0.22),←,
Totals,Totals,23y 236d,1219 (570-19-630 46.76%),500 (0.41),,
C,"Wheeler, Terry",35y 32d,3 (1-0-2 33.33%),,←,
