St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",15,4,7,22,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
3,"Burke, Nathan",10,1,5,15,,,,5.0,,,,,1.0,2.0,,,,,,,,,
18,"Cripps, Jason",10,5,,10,,,,,,,,,,1.0,,,,,,,,,
34,"Daniels, Jayson",13,3,3,16,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Everitt, Peter",13,9,5,18,3,2.0,12.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,
35,"Harvey, Robert",23,4,13,36,1,2.0,,2.0,,,,,3.0,,3.0,,,,,,,,
24,"Heatley, Jason",5,1,2,7,3,1.0,,,,,,,,,,,,,,,,,
5,"Jones, Austinn",12,4,4,16,,,,2.0,,,,,,1.0,,,,,,,,,
22,"Lappin, Matthew",6,2,8,14,,,,1.0,,,,,,,,,,,,,,,
23,"Loewe, Stewart",17,9,2,19,1,4.0,2.0,1.0,,,,,3.0,,,,,,,,,,
1,"Peckett, Justin",14,1,8,22,,,,1.0,,,,,,,,,,,,,,,
31,"Shanahan, Jamie",4,2,2,6,,,,,,,,,,2.0,,,,,,,,,
13,"Sierakowski, David",3,2,2,5,,,1.0,,,,,,1.0,,,,,,,,,,
4,"Smith, Joel",12,,3,15,1,,,,,,,,,1.0,,,,,,,,,
19,"Sziller, Steven",8,5,6,14,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Thompson, Andrew",7,2,12,19,,,,3.0,,,,,1.0,1.0,,,,,,,,,
9,"Vidovic, Lazar",5,7,7,12,,,6.0,,,,,,,,,,,,,,,,
15,"Wakelin, Darryl",2,1,2,4,,,1.0,1.0,,,,,,2.0,,,,,,,,,
12,"Wakelin, Shane",10,3,2,12,4,3.0,,,,,,,1.0,,,,,,,,,,
7,"Winmar, Nicky",4,1,8,12,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
20,"Young, Matthew",3,,3,6,,1.0,1.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,66,104,300,15,21.0,23.0,23.0,,,,,15.0,16.0,4.0,,,,,,,,
Opposition,Opposition,172,64,104,276,12,17.0,22.0,36.0,,,,,16.0,15.0,2.0,,,,,,,,
