Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",23y 193d,38 (21-1-16 56.58%),2 (0.05),←,
46,"Blicavs, Mark",26y 89d,102 (70-1-31 69.12%),29 (0.28),←,
35,"Dangerfield, Patrick",27y 81d,191 (108-0-83 56.54%),210 (1.10),37 (27-0-10 72.97%),47 (1.27)
22,"Duncan, Mitch",26y 15d,148 (110-0-38 74.32%),111 (0.75),←,
29,"Guthrie, Cameron",24y 310d,118 (79-1-38 67.37%),36 (0.31),←,
26,"Hawkins, Tom",28y 339d,201 (150-1-50 74.88%),418 (2.08),←,
33,"Horlin-Smith, George",24y 185d,47 (32-1-14 69.15%),24 (0.51),←,
8,"Kolodjashnij, Jake",21y 320d,35 (24-1-10 70.00%),,←,
11,"Lang, Darcy",21y 216d,42 (25-1-16 60.71%),30 (0.71),←,
13,"Lonergan, Tom",33y 39d,198 (144-2-52 73.23%),55 (0.28),←,
4,"Mackie, Andrew",32y 322d,270 (201-1-68 74.63%),99 (0.37),←,
27,"Menegola, Sam",25y 110d,18 (13-0-5 72.22%),12 (0.67),←,
10,"Menzel, Daniel",25y 285d,53 (43-0-10 81.13%),99 (1.87),←,
32,"Motlop, Steven",26y 105d,125 (84-1-40 67.60%),168 (1.34),←,
21,"Murdoch, Jordan",25y 94d,82 (55-1-26 67.68%),54 (0.66),←,
34,"Parsons, James",20y 74d,9 (6-0-3 66.67%),7 (0.78),←,
14,"Selwood, Joel",29y 30d,241 (184-1-56 76.56%),143 (0.59),←,
16,"Selwood, Scott",27y 90d,145 (75-1-69 52.07%),39 (0.27),10 (8-0-2 80.00%),2 (0.20)
1,"Stanley, Rhys",26y 206d,93 (44-0-49 47.31%),66 (0.71),35 (23-0-12 65.71%),26 (0.74)
44,"Stewart, Tom",24y 102d,12 (9-0-3 75.00%),2 (0.17),←,
7,"Taylor, Harry",31y 13d,217 (162-1-54 74.88%),56 (0.26),←,
2,"Tuohy, Zach",27y 197d,133 (57-1-75 43.23%),45 (0.34),13 (9-0-4 69.23%),5 (0.38)
Totals,Totals,26y 122d,2518 (1696-16-806 67.36%),1705 (0.68),,
C,"Scott, Chris",41y 53d,155 (111-1-43 71.94%),,←,
