Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",20y 217d,15 (6-0-9 40.00%),13 (0.87),←,
18,"Brown, Michael",19y 276d,2 (0-0-2 0.00%),1 (0.50),←,
24,"Burton, Matthew",26y 34d,23 (9-0-14 39.13%),10 (0.43),←,
42,"Callaghan, Craig",20y 105d,17 (3-0-14 17.65%),7 (0.41),←,
13,"Chisholm, Scott",23y 25d,27 (11-0-16 40.74%),9 (0.33),←,
31,"Clement, James",19y 292d,2 (0-0-2 0.00%),,←,
1,"Edwards, Scott",27y 304d,14 (5-0-9 35.71%),2 (0.14),←,
32,"Harding, Greg",19y 279d,9 (3-0-6 33.33%),,←,
14,"Hunter, Kingsley",21y 26d,10 (3-0-7 30.00%),13 (1.30),←,
38,"Jones, Anthony",21y 186d,23 (9-0-14 39.13%),,←,
11,"Kickett, Dale",28y 49d,77 (35-0-42 45.45%),43 (0.56),31 (12-0-19 38.71%),3 (0.10)
36,"Leach, Quenton",23y 307d,31 (11-0-20 35.48%),9 (0.29),←,
9,"Mann, Peter",25y 289d,71 (29-0-42 40.85%),58 (0.82),32 (11-0-21 34.38%),46 (1.44)
8,"McManus, Shaun",20y 134d,28 (9-0-19 32.14%),22 (0.79),←,
45,"Mitchell, Gavin",23y 177d,11 (4-0-7 36.36%),8 (0.73),←,
21,"Muir, David",24y 341d,16 (3-0-13 18.75%),1 (0.06),←,
25,"Norrish, Jason",24y 148d,47 (21-0-26 44.68%),6 (0.13),27 (9-0-18 33.33%),4 (0.15)
10,"OReilly, Stephen",23y 226d,68 (31-0-37 45.59%),9 (0.13),32 (10-0-22 31.25%),4 (0.13)
23,"Parker, Shane",23y 125d,13 (5-0-8 38.46%),,←,
2,"Watters, Scott",27y 149d,104 (42-2-60 41.35%),30 (0.29),21 (7-0-14 33.33%),6 (0.29)
4,"Wills, Andrew",24y 171d,83 (49-0-34 59.04%),77 (0.93),24 (9-0-15 37.50%),34 (1.42)
Totals,Totals,23y 114d,691 (288-2-401 41.68%),318 (0.46),,
C,"Neesham, Gerard",41y 194d,34 (12-0-22 35.29%),,←,
