Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
7,"Black, Heath",19y 93d,16 (6-0-10 37.50%),8 (0.50),←,
32,"Bond, Chris",29y 215d,144 (65-1-78 45.49%),44 (0.31),22 (7-0-15 31.82%),4 (0.18)
24,"Burton, Matthew",28y 102d,63 (22-0-41 34.92%),29 (0.46),←,
42,"Callaghan, Craig",22y 173d,70 (22-0-48 31.43%),53 (0.76),←,
46,"Carroll, Trent",20y 123d,19 (5-0-14 26.32%),1 (0.05),←,
13,"Chisholm, Scott",25y 93d,63 (24-0-39 38.10%),25 (0.40),←,
31,"Clement, James",21y 359d,54 (19-0-35 35.19%),32 (0.59),←,
41,"Clucas, Matthew",20y 164d,7 (2-0-5 28.57%),,←,
19,"Dhurrkay, Gary",24y 178d,51 (20-0-31 39.22%),46 (0.90),←,
12,"Dodd, Brad",21y 159d,20 (7-0-13 35.00%),9 (0.45),←,
2,"Fletcher, Adrian",28y 323d,168 (76-2-90 45.83%),81 (0.48),16 (5-0-11 31.25%),8 (0.50)
37,"Gale, Mark",22y 114d,43 (15-0-28 34.88%),10 (0.23),←,
22,"Godden, Tony",26y 132d,24 (11-0-13 45.83%),14 (0.58),11 (3-0-8 27.27%),6 (0.55)
17,"Holland, Brodie",18y 238d,12 (2-0-10 16.67%),10 (0.83),←,
14,"Hunter, Kingsley",23y 94d,41 (14-0-27 34.15%),86 (2.10),←,
43,"McGovern, Andrew",30y 144d,83 (29-1-53 35.54%),9 (0.11),63 (25-0-38 39.68%),2 (0.03)
25,"Norrish, Jason",26y 215d,84 (35-0-49 41.67%),12 (0.14),64 (23-0-41 35.94%),10 (0.16)
10,"OReilly, Stephen",25y 293d,117 (50-0-67 42.74%),14 (0.12),81 (29-0-52 35.80%),9 (0.11)
5,"Parker, Daniel",24y 96d,23 (8-0-15 34.78%),18 (0.78),←,
15,"Sinclair, Jess",20y 3d,29 (9-0-20 31.03%),14 (0.48),←,
40,"Walker, James",19y 226d,4 (0-0-4 0.00%),1 (0.25),←,
26,"Waterhouse, Clive",24y 67d,42 (17-0-25 40.48%),59 (1.40),←,
Totals,Totals,23y 297d,1177 (458-4-715 38.91%),575 (0.49),,
C,"Neesham, Gerard",43y 261d,88 (32-0-56 36.36%),,←,
