Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",28y 332d,65 (42-0-23 64.62%),5 (0.08),38 (28-0-10 73.68%),1 (0.03)
4,"Ah Chee, Callum",24y 231d,95 (47-0-48 49.47%),37 (0.39),50 (39-0-11 78.00%),13 (0.26)
31,"Andrews, Harris",25y 168d,147 (62-0-85 42.18%),10 (0.07),←,
43,"Answerth, Noah",22y 295d,39 (29-0-10 74.36%),2 (0.05),←,
33,"Bailey, Zac",22y 247d,81 (52-0-29 64.20%),77 (0.95),←,
7,"Berry, Jarrod",24y 112d,96 (50-0-46 52.08%),44 (0.46),←,
23,"Cameron, Charlie",27y 327d,162 (103-1-58 63.89%),274 (1.69),89 (56-0-33 62.92%),187 (2.10)
18,"Coleman, Keidean",22y 58d,29 (20-0-9 68.97%),10 (0.34),←,
32,"Fort, Darcy",28y 295d,19 (14-0-5 73.68%),13 (0.68),11 (9-0-2 81.82%),7 (0.64)
27,"Gardiner, Darcy",26y 248d,143 (65-0-78 45.45%),5 (0.03),←,
30,"Hipwood, Eric",24y 257d,113 (55-0-58 48.67%),164 (1.45),←,
17,"Lyons, Jarryd",29y 310d,170 (99-0-71 58.24%),83 (0.49),78 (55-0-23 70.51%),34 (0.44)
11,"McCarthy, Lincoln",28y 218d,105 (76-0-29 72.38%),113 (1.08),76 (53-0-23 69.74%),88 (1.16)
46,"McInerney, Oscar",27y 322d,89 (56-0-33 62.92%),42 (0.47),←,
25,"McStay, Daniel",26y 338d,148 (70-0-78 47.30%),125 (0.84),←,
9,"Neale, Lachie",29y 4d,206 (113-0-93 54.85%),110 (0.53),71 (48-0-23 67.61%),43 (0.61)
20,"Prior, Jaxon",20y 358d,25 (20-0-5 80.00%),10 (0.40),←,
16,"Rayner, Cam",22y 219d,74 (43-0-31 58.11%),69 (0.93),←,
10,"Rich, Daniel",31y 355d,257 (109-1-147 42.61%),114 (0.44),←,
2,"Robertson, Deven",20y 332d,19 (12-0-7 63.16%),6 (0.32),←,
5,"Robinson, Mitch",32y 355d,238 (112-1-125 47.27%),121 (0.51),138 (61-0-77 44.20%),63 (0.46)
37,"Starcevich, Brandon",22y 308d,58 (40-0-18 68.97%),4 (0.07),←,
15,"Zorko, Dayne",33y 108d,219 (94-0-125 42.92%),215 (0.98),←,
Totals,Totals,26y 141d,2597 (1383-3-1211 53.25%),1653 (0.64),,
C,"Fagan, Chris",60y 339d,122 (65-0-57 53.28%),,←,
