Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
22,"Aitken, Ian",24y 317d,54 (36-1-17 67.59%),8 (0.15),←,
31,"Alvin, Tom",29y 342d,154 (89-1-64 58.12%),53 (0.34),←,
17,"Arceri, Mark",27y 155d,84 (39-0-45 46.43%),125 (1.49),14 (6-0-8 42.86%),23 (1.64)
25,"Athorn, Mark",24y 142d,55 (21-1-33 39.09%),11 (0.20),2 (2-0-0 100.00%),
21,"Bradley, Craig",28y 157d,138 (81-1-56 59.06%),96 (0.70),←,
20,"Brown, Fraser",21y 223d,23 (7-0-16 30.43%),6 (0.26),←,
40,"Cavedon, Andrew",20y 144d,13 (6-0-7 46.15%),12 (0.92),←,
34,"De Iulio, Ron",19y 348d,2 (2-0-0 100.00%),2 (1.00),←,
35,"Dean, Peter",27y 19d,130 (79-1-50 61.15%),15 (0.12),←,
12,"Gleeson, Adrian",24y 333d,104 (63-1-40 61.06%),99 (0.95),←,
13,"Hanna, Mil",25y 358d,88 (44-1-43 50.57%),43 (0.49),←,
33,"Hogg, Matthew",23y 98d,60 (25-2-33 43.33%),4 (0.07),1 (1-0-0 100.00%),
28,"Kernahan, David",26y 261d,47 (21-0-26 44.68%),8 (0.17),←,
4,"Kernahan, Stephen",28y 209d,138 (82-1-55 59.78%),369 (2.67),←,
3,"Oliver, Stephen",21y 74d,2 (2-0-0 100.00%),,←,
7,"Ratten, Brett",20y 261d,23 (9-0-14 39.13%),4 (0.17),←,
14,"Sexton, Michael",21y 23d,18 (8-0-10 44.44%),2 (0.11),←,
9,"Sholl, Brett",20y 203d,2 (2-0-0 100.00%),,←,
1,"Silvagni, Stephen",24y 302d,108 (69-0-39 63.89%),72 (0.67),←,
11,"Spalding, Earl",27y 17d,111 (72-0-39 64.86%),64 (0.58),2 (2-0-0 100.00%),1 (0.50)
Totals,Totals,24y 163d,1354 (757-10-587 55.91%),993 (0.73),,
C,"Parkin, David",49y 198d,307 (176-1-130 57.49%),,144 (89-1-54 62.15%),
