Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",17,5,3,20,1,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
7,"Ayres, Gary",5,4,3,8,,,,1.0,,,,,,,,,,,,,,,
29,"Baxter, Darren",11,3,4,15,,,,1.0,,,,,4.0,4.0,,,,,,,,,
5,"Collins, Andrew",11,1,2,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Condon, Anthony",8,3,9,17,,,1.0,,,,,,2.0,3.0,,,,,,,,,
26,"Cooper, Paul",14,5,2,16,,,,,,,,,,1.0,,,,,,,,,
9,"Crawford, Shane",4,,4,8,,1.0,,3.0,,,,,2.0,3.0,,,,,,,,,
14,"Dear, Greg",3,3,2,5,,,10.0,1.0,,,,,1.0,2.0,,,,,,,,,
13,"Dear, Paul",5,4,6,11,,1.0,2.0,2.0,,,,,3.0,1.0,,,,,,,,,
19,"Dunstall, Jason",7,7,2,9,3,3.0,,1.0,,,,,,1.0,,,,,,,,,
16,"Gowers, Andrew",15,5,5,20,1,2.0,,,,,,,,1.0,,,,,,,,,
6,"Hall, Tony",10,10,11,21,,,,,,,,,2.0,,,,,,,,,,
17,"Hudson, Paul",12,8,6,18,2,2.0,,2.0,,,,,2.0,,,,,,,,,,
11,"Jarman, Darren",12,4,2,14,2,,1.0,4.0,,,,,2.0,2.0,,,,,,,,,
1,"Jencke, Ray",9,5,5,14,,,,2.0,,,,,,,,,,,,,,,
24,"Langford, Chris",9,2,3,12,,,2.0,3.0,,,,,2.0,,,,,,,,,,
12,"Lawrence, Stephen",3,1,4,7,,,5.0,1.0,,,,,,3.0,,,,,,,,,
35,"Morrissey, James",1,1,4,5,,,,3.0,,,,,,1.0,,,,,,,,,
44,"Platten, John",12,1,4,16,1,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
18,"Pritchard, Darrin",13,1,4,17,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,73,85,266,10,16.0,21.0,35.0,,,,,26.0,28.0,,,,,,,,,
Opposition,Opposition,194,77,80,274,14,10.0,24.0,45.0,,,,,28.0,26.0,6.0,,,,,,,,
