Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
45,"Bond, Chris",24y 102d,25 (9-0-16 36.00%),10 (0.40),3 (1-0-2 33.33%),2 (0.67)
22,"Bower, Nathan",20y 334d,10 (3-0-7 30.00%),8 (0.80),←,
21,"Bulluss, Paul",23y 105d,6 (2-0-4 33.33%),,←,
9,"Campbell, Wayne",20y 227d,39 (12-0-27 30.77%),30 (0.77),←,
30,"Free, Tony",23y 315d,95 (29-0-66 30.53%),28 (0.29),←,
25,"Gale, Brendon",24y 294d,65 (20-0-45 30.77%),50 (0.77),←,
11,"Hernaman, Wayne",20y 358d,6 (2-0-4 33.33%),3 (0.50),←,
34,"Hogg, Jeff",26y 205d,130 (39-0-91 30.00%),271 (2.08),←,
31,"Howat, John",22y 297d,26 (12-0-14 46.15%),10 (0.38),6 (2-0-4 33.33%),
48,"Kellaway, Duncan",20y 80d,1 (1-0-0 100.00%),,←,
33,"Knights, Matthew",22y 215d,95 (28-0-67 29.47%),70 (0.74),←,
4,"Lambert, Craig",24y 215d,109 (31-0-78 28.44%),50 (0.46),←,
26,"Leys, Brian",25y 90d,89 (29-0-60 32.58%),17 (0.19),←,
27,"Maxfield, Stuart",21y 29d,35 (8-0-27 22.86%),16 (0.46),←,
29,"Menegola, Todd",25y 134d,15 (4-0-11 26.67%),13 (0.87),←,
6,"Naish, Chris",21y 223d,52 (14-0-38 26.92%),78 (1.50),←,
12,"Richardson, Matthew",18y 50d,1 (1-0-0 100.00%),1 (1.00),←,
24,"Schaefer, Robert",21y 83d,5 (2-0-3 40.00%),2 (0.40),←,
17,"Smith, Craig",26y 101d,71 (18-0-53 25.35%),23 (0.32),←,
41,"Turner, Scott",22y 342d,47 (13-0-34 27.66%),18 (0.38),←,
Totals,Totals,22y 318d,922 (277-0-645 30.04%),698 (0.76),,
C,"Northey, John",49y 313d,195 (98-1-96 50.51%),,6 (2-0-4 33.33%),
