St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",11,6,14,25,3,,,1.0,,,,,1.0,,,,,,,,,,
3,"Burke, Nathan",12,3,6,18,1,,,3.0,,,,,2.0,,,,,,,,,,
41,"Campbell, Brad",2,1,6,8,,,,,,,,,,,,,,,,,,,
30,"Coghlan, Glen",5,4,5,10,,,1.0,1.0,,,,,1.0,,,,,,,,,,
10,"Everitt, Peter",11,7,4,15,4,,16.0,,,,,,3.0,,2.0,,,,,,,,
25,"Hall, Barry",5,5,,5,2,1.0,5.0,3.0,,,,,,1.0,,,,,,,,,
35,"Harvey, Robert",8,3,13,21,,,,2.0,,,,,,2.0,,,,,,,,,
6,"Healy, Daniel",8,4,4,12,2,,,,,,,,,2.0,,,,,,,,,
8,"Hudghton, Max",4,3,1,5,,,,2.0,,,,,1.0,,,,,,,,,,
5,"Jones, Austinn",13,3,3,16,2,1.0,,1.0,,,,,,1.0,,,,,,,,,
22,"Lappin, Matthew",7,,3,10,2,1.0,,,,,,,,1.0,,,,,,,,,
23,"Loewe, Stewart",11,9,2,13,2,1.0,10.0,2.0,,,,,1.0,,,,,,,,,,
1,"Peckett, Justin",15,7,6,21,,,,1.0,,,,,,1.0,,,,,,,,,
31,"Shanahan, Jamie",4,4,3,7,,,1.0,1.0,,,,,,,,,,,,,,,
13,"Sierakowski, David",5,3,1,6,,,1.0,1.0,,,,,,,,,,,,,,,
4,"Smith, Joel",11,4,1,12,,2.0,,,,,,,,,,,,,,,,,
19,"Sziller, Steven",7,5,7,14,,2.0,,1.0,,,,,,,,,,,,,,,
29,"Thompson, Andrew",4,2,3,7,,,,3.0,,,,,,,,,,,,,,,
15,"Wakelin, Darryl",4,4,3,7,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Winmar, Nicky",11,2,3,14,,2.0,,,,,,,,,,,,,,,,,
20,"Young, Matthew",23,8,6,29,,1.0,,3.0,,,,,1.0,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,87,94,275,18,16.0,34.0,26.0,,,,,10.0,11.0,5.0,,,,,,,,
Opposition,Opposition,185,65,105,290,14,16.0,17.0,24.0,,,,,11.0,10.0,1.0,,,,,,,,
