Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Astbury, David",19y 128d,10 (4-0-6 40.00%),4 (0.40),←,
24,"Collins, Andrew",21y 229d,19 (7-0-12 36.84%),17 (0.89),←,
19,"Connors, Daniel",21y 285d,16 (8-0-8 50.00%),6 (0.38),←,
9,"Cotchin, Trent",20y 88d,38 (17-0-21 44.74%),12 (0.32),←,
32,"Cousins, Ben",32y 4d,263 (142-3-118 54.56%),212 (0.81),25 (8-0-17 32.00%),7 (0.28)
3,"Deledio, Brett",23y 77d,120 (44-3-73 37.92%),90 (0.75),←,
10,"Edwards, Shane",21y 252d,61 (17-3-41 30.33%),34 (0.56),←,
15,"Farmer, Mitch",21y 181d,15 (4-0-11 26.67%),4 (0.27),12 (4-0-8 33.33%),4 (0.33)
25,"Graham, Angus",23y 79d,25 (7-1-17 30.00%),7 (0.28),←,
38,"Griffiths, Ben",18y 290d,4 (4-0-0 100.00%),2 (0.50),←,
23,"Jackson, Daniel",24y 70d,79 (23-2-54 30.38%),20 (0.25),←,
28,"King, Jake",26y 100d,48 (12-3-33 28.13%),9 (0.19),←,
36,"Martin, Dustin",19y 8d,13 (4-0-9 30.77%),7 (0.54),←,
40,"Moore, Kelvin",26y 101d,77 (20-1-56 26.62%),11 (0.14),←,
47,"Nason, Ben",21y 31d,14 (4-0-10 28.57%),13 (0.93),←,
17,"Newman, Chris",28y 47d,167 (54-3-110 33.23%),24 (0.14),←,
8,"Riewoldt, Jack",21y 246d,60 (20-2-38 35.00%),110 (1.83),←,
30,"Tambling, Richard",23y 295d,107 (41-3-63 39.72%),61 (0.57),←,
2,"Thursfield, Will",24y 76d,62 (19-3-40 33.06%),,←,
21,"Tuck, Shane",28y 192d,122 (42-3-77 35.66%),56 (0.46),←,
29,"Vickery, Ty",20y 34d,21 (6-1-14 30.95%),8 (0.38),←,
35,"White, Matt",23y 80d,64 (24-3-37 39.84%),26 (0.41),←,
Totals,Totals,23y 65d,1405 (523-34-848 37.22%),733 (0.52),,
C,"Hardwick, Damien",37y 320d,14 (4-0-10 28.57%),,←,
