Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",26y 170d,179 (99-0-80 55.31%),167 (0.93),←,
36,"Cleary, Luke",20y 69d,1 (1-0-0 100.00%),,←,
12,"Cordy, Zaine",25y 198d,112 (60-0-52 53.57%),12 (0.11),←,
31,"Dale, Bailey",25y 295d,94 (51-0-43 54.26%),71 (0.76),←,
35,"Daniel, Caleb",25y 310d,143 (78-0-65 54.55%),37 (0.26),←,
5,"Dunkley, Josh",25y 124d,102 (57-0-45 55.88%),54 (0.53),←,
15,"Duryea, Taylor",31y 19d,168 (114-1-53 68.15%),24 (0.14),50 (32-0-18 64.00%),3 (0.06)
43,"Gardner, Ryan",24y 346d,30 (18-0-12 60.00%),2 (0.07),←,
42,"Keath, Alex",30y 113d,75 (44-1-30 59.33%),3 (0.04),45 (28-0-17 62.22%),2 (0.04)
24,"Khamis, Buku",22y 50d,3 (2-0-1 66.67%),4 (1.33),←,
21,"Liberatore, Tom",29y 362d,182 (87-0-95 47.80%),67 (0.37),←,
11,"Macrae, Jack",27y 283d,194 (103-0-91 53.09%),45 (0.23),←,
27,"McComb, Robbie",26y 145d,4 (2-0-2 50.00%),2 (0.50),←,
30,"McNeil, Lachlan",21y 93d,19 (13-0-6 68.42%),11 (0.58),←,
33,"Naughton, Aaron",22y 164d,87 (49-0-38 56.32%),118 (1.36),←,
20,"Richards, Ed",22y 314d,72 (36-0-36 50.00%),24 (0.33),←,
28,"Scott, Anthony",27y 74d,28 (19-0-9 67.86%),15 (0.54),←,
6,"Smith, Bailey",21y 157d,75 (44-0-31 58.67%),37 (0.49),←,
37,"Smith, Roarke",25y 244d,43 (22-0-21 51.16%),10 (0.23),←,
41,"Sweet, Jordon",24y 100d,6 (5-0-1 83.33%),1 (0.17),←,
1,"Treloar, Adam",29y 65d,199 (86-1-112 43.47%),119 (0.60),26 (16-0-10 61.54%),22 (0.85)
14,"West, Rhylee",21y 305d,13 (9-0-4 69.23%),3 (0.23),←,
34,"Williams, Bailey",24y 215d,90 (48-0-42 53.33%),11 (0.12),←,
Totals,Totals,25y 120d,1919 (1047-3-869 54.56%),837 (0.44),,
C,"Beveridge, Luke",51y 263d,169 (96-0-73 56.80%),,←,
