Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Amon, Karl",13,7,15.0,28,,,,1,1.0,5.0,5.0,4.0,1.0,1.0,,13,16,1.0,,2.0,1.0,1.0,82.0
10,"Boak, Travis",14,4,19.0,33,2.0,,,6,1.0,7.0,8.0,5.0,,1.0,3.0,13,20,,,1.0,,3.0,78.0
26,"Bonner, Riley",15,5,4.0,19,3.0,1.0,,2,1.0,8.0,,2.0,1.0,1.0,,2,18,1.0,,2.0,,1.0,81.0
5,"Broadbent, Matthew",13,3,4.0,17,,,,1,4.0,2.0,1.0,5.0,,,,2,11,,,2.0,,,84.0
3,"Burton, Ryan",20,5,2.0,22,,,,2,8.0,,2.0,5.0,1.0,2.0,,4,13,,,1.0,1.0,,78.0
18,"Butters, Zak",9,2,10.0,19,2.0,,,3,,3.0,1.0,1.0,2.0,,,9,9,,,1.0,,3.0,82.0
33,"Byrne-Jones, Darcy",17,5,9.0,26,,,,2,2.0,4.0,1.0,3.0,,1.0,,7,19,,,3.0,1.0,,86.0
17,"Clurey, Tom",8,7,2.0,10,,,,3,3.0,,,1.0,,1.0,,3,7,1.0,,8.0,,,94.0
21,"Duursma, Xavier",9,10,14.0,23,1.0,,,2,2.0,4.0,2.0,3.0,1.0,1.0,,6,18,,1.0,2.0,,1.0,80.0
24,"Farrell, Kane",5,2,2.0,7,2.0,,,1,,1.0,,,,,,3,4,,1.0,1.0,,,76.0
9,"Gray, Robbie",13,4,15.0,28,3.0,2.0,,5,,2.0,8.0,4.0,2.0,1.0,2.0,19,11,2.0,3.0,1.0,,1.0,75.0
46,"Gray, Sam",9,4,8.0,17,1.0,1.0,,4,,2.0,1.0,4.0,1.0,2.0,,6,11,,2.0,,,1.0,81.0
43,"Houston, Dan",11,5,17.0,28,,,,2,2.0,5.0,8.0,,,,,11,16,,,2.0,,,73.0
32,"Howard, Dougal",10,9,5.0,15,2.0,,,2,,2.0,,2.0,1.0,,,8,8,4.0,3.0,4.0,,,82.0
42,"Jonas, Tom",16,13,3.0,19,,,,2,2.0,2.0,,4.0,,1.0,,3,16,1.0,,5.0,,,93.0
40,"Lienert, Jarrod",22,8,9.0,31,,,,2,11.0,,,2.0,,,,2,23,,1.0,6.0,,,83.0
29,"Lycett, Scott",6,3,6.0,12,1.0,,32.0,6,3.0,,2.0,5.0,4.0,2.0,1.0,9,6,,,5.0,,,86.0
6,"Motlop, Steven",13,6,6.0,19,1.0,,,3,,4.0,,2.0,1.0,,,4,16,,,1.0,,2.0,79.0
2,"Powell-Pepper, Sam",8,2,7.0,15,,2.0,,2,,5.0,2.0,2.0,,1.0,,6,10,,1.0,1.0,1.0,,84.0
20,"Rozee, Connor",5,3,6.0,11,1.0,1.0,,6,,,,1.0,1.0,1.0,,8,5,1.0,2.0,2.0,,,84.0
4,"Ryder, Paddy",6,4,,6,2.0,,20.0,3,1.0,1.0,1.0,2.0,1.0,1.0,,5,2,2.0,1.0,4.0,,,77.0
39,"Westhoff, Justin",11,5,7.0,18,1.0,,,1,,3.0,1.0,1.0,1.0,,,7,12,,1.0,2.0,,,83.0
Totals,Totals,253,116,170.0,423,22.0,7.0,52.0,61,41.0,60.0,43.0,58.0,18.0,17.0,6.0,150,271,13.0,16.0,56.0,4.0,13.0,
Opposition,Opposition,209,76,129.0,338,9.0,15.0,27.0,46,37.0,52.0,44.0,55.0,17.0,18.0,,143,187,9.0,12.0,37.0,3.0,8.0,
