Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 68d,196 (114-0-82 58.16%),171 (0.87),73 (30-0-43 41.10%),51 (0.70)
9,"Carr, Matthew",25y 131d,96 (33-1-62 34.90%),42 (0.44),68 (26-0-42 38.24%),40 (0.59)
10,"Cook, Troy",27y 270d,136 (61-0-75 44.85%),59 (0.43),93 (37-0-56 39.78%),48 (0.52)
33,"Farmer, Jeff",26y 319d,165 (77-0-88 46.67%),327 (1.98),47 (25-0-22 53.19%),68 (1.45)
14,"Grover, Antoni",24y 58d,62 (26-0-36 41.94%),8 (0.13),←,
42,"Haddrill, Robert",23y 101d,38 (21-0-17 55.26%),,←,
4,"Hasleby, Paul",22y 331d,93 (37-0-56 39.78%),68 (0.73),←,
43,"Hayden, Roger",23y 151d,32 (19-0-13 59.38%),1 (0.03),←,
11,"Headland, Des",23y 108d,79 (57-0-22 72.15%),72 (0.91),27 (17-0-10 62.96%),20 (0.74)
20,"Longmuir, Justin",23y 108d,85 (33-0-52 38.82%),114 (1.34),←,
21,"Longmuir, Troy",24y 349d,67 (23-0-44 34.33%),36 (0.54),50 (18-0-32 36.00%),33 (0.66)
8,"McManus, Shaun",28y 89d,153 (56-0-97 36.60%),70 (0.46),←,
18,"McPharlin, Luke",22y 159d,42 (24-0-18 57.14%),10 (0.24),30 (16-0-14 53.33%),7 (0.23)
34,"Medhurst, Paul",22y 149d,50 (27-0-23 54.00%),99 (1.98),←,
23,"Parker, Shane",31y 80d,169 (60-0-109 35.50%),9 (0.05),←,
29,"Pavlich, Matthew",22y 129d,91 (36-0-55 39.56%),96 (1.05),←,
12,"Polak, Graham",19y 327d,33 (21-0-12 63.64%),1 (0.03),←,
31,"Sandilands, Aaron",21y 154d,26 (18-0-8 69.23%),6 (0.23),←,
3,"Schammer, Byron",18y 322d,24 (16-0-8 66.67%),7 (0.29),←,
2,"Simmonds, Troy",25y 300d,89 (46-0-43 51.69%),44 (0.49),49 (26-0-23 53.06%),37 (0.76)
19,"Walker, James",25y 114d,105 (40-0-65 38.10%),11 (0.10),←,
6,"Woods, Dion",22y 104d,44 (21-0-23 47.73%),4 (0.09),←,
Totals,Totals,24y 95d,1875 (866-1-1008 46.19%),1255 (0.67),,
C,"Connolly, Chris",41y 44d,53 (29-0-24 54.72%),,52 (28-0-24 53.85%),
