St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",5,,4,9,1,,1.0,3.0,,1.0,1.0,2.0,,,,5.0,6.0,,,3.0,,1.0,69.0
26,"Battle, Josh",8,2,5,13,,,,,2.0,1.0,,,2.0,,,5.0,7.0,1.0,,,1.0,,91.0
15,"Billings, Jack",8,6,11,19,,,,2.0,2.0,2.0,2.0,1.0,,,,7.0,10.0,2.0,,2.0,,1.0,91.0
27,"Bruce, Josh",5,3,2,7,,1.0,2.0,1.0,,3.0,1.0,2.0,1.0,1.0,,5.0,4.0,2.0,,1.0,,,87.0
11,"Clark, Hunter",4,2,6,10,,,,6.0,,2.0,1.0,1.0,,,,5.0,5.0,,,1.0,,,68.0
4,"Gresham, Jade",10,2,8,18,,,,1.0,,5.0,4.0,8.0,1.0,4.0,,12.0,9.0,,1.0,1.0,1.0,,85.0
39,"Joyce, Darragh",6,,5,11,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,5.0,,,5.0,,,89.0
25,"Kent, Dean",12,8,4,16,2,4.0,,4.0,,3.0,,2.0,1.0,1.0,,5.0,12.0,,5.0,4.0,,,79.0
21,"Long, Ben",1,1,4,5,,,,,,1.0,1.0,,,,,3.0,2.0,,,1.0,1.0,,73.0
43,"Marsh, Jonathon",5,3,1,6,1,1.0,,1.0,,3.0,,,1.0,,,6.0,,3.0,2.0,,,,76.0
19,"Marshall, Rowan",15,1,7,22,2,,27.0,3.0,,4.0,9.0,3.0,6.0,2.0,,14.0,8.0,,,1.0,,,81.0
36,"McKenzie, Daniel",4,3,6,10,,,,2.0,1.0,1.0,,2.0,,1.0,,5.0,5.0,2.0,,3.0,,,80.0
28,"Membrey, Tim",7,4,3,10,1,,,1.0,,1.0,,,,,,2.0,8.0,,1.0,3.0,,,90.0
16,"Newnes, Jack",15,5,4,19,,1.0,,3.0,3.0,6.0,1.0,4.0,4.0,1.0,,10.0,13.0,1.0,,2.0,,2.0,83.0
34,"Parker, Matthew",8,2,4,12,2,1.0,,2.0,,3.0,,2.0,3.0,1.0,,8.0,4.0,,1.0,,,,81.0
33,"Paton, Ben",6,2,8,14,,,,,2.0,1.0,1.0,,2.0,,,5.0,8.0,,,2.0,3.0,,81.0
6,"Ross, Sebastian",15,1,11,26,,1.0,,5.0,2.0,8.0,9.0,6.0,1.0,2.0,,11.0,15.0,,,1.0,4.0,1.0,88.0
5,"Savage, Shane",12,5,7,19,,,,4.0,3.0,4.0,,2.0,,1.0,,3.0,12.0,2.0,,1.0,3.0,,90.0
35,"Sinclair, Jack",11,5,4,15,1,,,2.0,1.0,5.0,4.0,3.0,,1.0,,7.0,9.0,1.0,,3.0,1.0,,82.0
9,"Steele, Jack",11,3,13,24,,,,3.0,2.0,3.0,4.0,5.0,,3.0,,8.0,15.0,,,,,1.0,75.0
29,"Webster, Jimmy",6,2,3,9,,,,,2.0,1.0,,1.0,1.0,1.0,,1.0,11.0,,,2.0,,,63.0
44,"Wilkie, Callum",6,1,7,13,,,,,1.0,2.0,,3.0,2.0,2.0,,10.0,3.0,1.0,,3.0,2.0,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,61,127,307,10,10.0,30.0,45.0,23.0,62.0,39.0,48.0,26.0,22.0,,141.0,171.0,15.0,10.0,39.0,16.0,6.0,
Opposition,Opposition,238,108,132,370,18,6.0,50.0,46.0,52.0,42.0,44.0,62.0,22.0,26.0,6.0,154.0,210.0,20.0,13.0,54.0,9.0,12.0,
