Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
22,"Anthony, John",23y 219d,46 (29-0-17 63.04%),80 (1.74),3 (0-0-3 0.00%),
21,"Barlow, Michael",23y 251d,21 (10-0-11 47.62%),18 (0.86),←,
26,"Bradley, Kepler",25y 286d,99 (31-1-67 31.82%),72 (0.73),50 (18-0-32 36.00%),58 (1.16)
6,"Broughton, Greg",24y 331d,52 (21-0-31 40.38%),9 (0.17),←,
30,"Clarke, Zac",21y 151d,20 (5-0-15 25.00%),5 (0.25),←,
15,"Crowley, Ryan",27y 174d,114 (55-0-59 48.25%),86 (0.75),←,
41,"Duffield, Paul",26y 202d,89 (38-0-51 42.70%),21 (0.24),←,
28,"Faulks, Peter",23y 124d,2 (0-0-2 0.00%),,←,
7,"Fyfe, Nat",19y 342d,39 (20-0-19 51.28%),32 (0.82),←,
32,"Hill, Stephen",21y 117d,66 (29-0-37 43.94%),42 (0.64),←,
19,"Hinkley, Clayton",22y 186d,21 (6-0-15 28.57%),5 (0.24),←,
5,"Ibbotson, Garrick",23y 164d,79 (29-0-50 36.71%),19 (0.24),←,
37,"Johnson, Michael",26y 310d,124 (60-0-64 48.39%),51 (0.41),←,
34,"Lower, Nick",24y 64d,39 (15-0-24 38.46%),8 (0.21),19 (8-0-11 42.11%),8 (0.42)
23,"Mayne, Chris",22y 297d,57 (27-0-30 47.37%),61 (1.07),←,
18,"McPharlin, Luke",29y 268d,188 (91-0-97 48.40%),113 (0.60),176 (83-0-93 47.16%),110 (0.63)
13,"Mzungu, Tendai",25y 179d,13 (4-0-9 30.77%),9 (0.69),←,
10,"Palmer, Rhys",22y 194d,53 (21-0-32 39.62%),23 (0.43),←,
46,"Pearce, Clancee",20y 307d,25 (8-0-17 32.00%),13 (0.52),←,
31,"Sandilands, Aaron",28y 263d,168 (84-0-84 50.00%),66 (0.39),←,
3,"Schammer, Byron",26y 66d,128 (61-0-67 47.66%),38 (0.30),←,
8,"Suban, Nick",21y 109d,47 (17-0-30 36.17%),15 (0.32),←,
Totals,Totals,24y 76d,1490 (661-1-828 44.36%),786 (0.53),,
C,"Harvey, Mark",46y 76d,96 (39-0-57 40.63%),,←,
