Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",9,3,3,12,,1.0,,1.0,3.0,2.0,3.0,,,1.0,,6.0,5.0,,1.0,2.0,,,
12,"Blakey, John",8,2,5,13,,,,1.0,4.0,,,1.0,1.0,1.0,,6.0,7.0,,,1.0,,,
22,"Burton, Matthew",1,,3,4,1,,27.0,1.0,,,1.0,,,,,4.0,1.0,,,1.0,,,
45,"Cochrane, Stuart",3,,1,4,,,,2.0,,,,,,,,3.0,1.0,,,1.0,,,
2,"Colbert, Leigh",1,,2,3,,,,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,,1.0,,,
6,"Grant, Shannon",18,4,8,26,2,1.0,,2.0,2.0,4.0,7.0,3.0,1.0,2.0,,11.0,14.0,,2.0,4.0,1.0,,
14,"Harris, Daniel",1,,4,5,,,,,,1.0,2.0,2.0,,,,4.0,1.0,,,,,,
29,"Harvey, Brent",19,4,8,27,3,1.0,,,1.0,2.0,3.0,,1.0,1.0,,12.0,13.0,,,2.0,3.0,,
21,"Jones, Corey",,,3,3,,,,1.0,,,,,,,,3.0,,,,,,,
34,"King, David",17,3,5,22,,1.0,,,5.0,8.0,6.0,1.0,1.0,1.0,,8.0,15.0,1.0,,,4.0,,
35,"Makepeace, Troy",5,2,2,7,,,,1.0,2.0,1.0,1.0,,,,,3.0,3.0,,,2.0,,,
5,"McCartney, Jason",9,4,2,11,,1.0,2.0,1.0,3.0,3.0,,1.0,,,,4.0,7.0,,,1.0,,,
31,"McKernan, Corey",12,8,3,15,5,1.0,17.0,1.0,,4.0,,1.0,,,1.0,10.0,8.0,5.0,5.0,,,,
32,"Morrell, Digby",4,2,1,5,,,1.0,1.0,,2.0,,1.0,1.0,,,4.0,1.0,1.0,,,,,
44,"Motlop, Shannon",11,2,3,14,,,,5.0,2.0,2.0,2.0,,1.0,,,4.0,10.0,,,2.0,2.0,,
28,"Pickett, Byron",6,1,5,11,3,,,6.0,,3.0,2.0,1.0,3.0,2.0,,7.0,4.0,,,5.0,,,
3,"Rawlings, Brady",7,3,3,10,2,,,1.0,,2.0,1.0,,,1.0,,4.0,5.0,1.0,2.0,,,,
26,"Rocca, Saverio",10,8,7,17,4,1.0,1.0,1.0,,8.0,2.0,2.0,,,,13.0,4.0,4.0,2.0,,,,
7,"Simpson, Adam",19,7,6,25,,,4.0,4.0,3.0,3.0,9.0,4.0,,,,13.0,16.0,2.0,,2.0,,,
9,"Sinclair, Jess",17,4,4,21,3,,,3.0,,4.0,2.0,1.0,1.0,1.0,,9.0,12.0,2.0,1.0,2.0,4.0,,
40,"Teague, David",6,3,1,7,1,,,1.0,1.0,1.0,2.0,,,,,3.0,4.0,2.0,1.0,2.0,,,
36,"Watt, Shannon",3,4,3,6,1,1.0,1.0,,,,,,1.0,,,2.0,4.0,,2.0,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,64,82,268,25,9.0,53.0,34.0,26.0,50.0,44.0,19.0,11.0,11.0,1.0,134.0,137.0,18.0,16.0,31.0,14.0,,
Opposition,Opposition,190,71,108,298,27,9.0,34.0,35.0,19.0,57.0,45.0,16.0,11.0,11.0,5.0,126.0,176.0,16.0,15.0,26.0,11.0,,
