Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",26y 280d,136 (57-2-77 42.65%),54 (0.40),105 (54-2-49 52.38%),42 (0.40)
17,"Brown, Callum",22y 60d,39 (21-1-17 55.13%),16 (0.41),←,
6,"Brown, Tyler",20y 200d,4 (2-1-1 62.50%),1 (0.25),←,
46,"Cox, Mason",29y 104d,60 (33-0-27 55.00%),74 (1.23),←,
25,"Crisp, Jack",26y 268d,138 (70-2-66 51.45%),48 (0.35),120 (63-2-55 53.33%),38 (0.32)
26,"Daicos, Josh",21y 213d,21 (12-1-8 59.52%),10 (0.48),←,
2,"de Goey, Jordan",24y 103d,92 (49-2-41 54.35%),120 (1.30),←,
5,"Elliott, Jamie",27y 310d,109 (64-2-43 59.63%),167 (1.53),←,
4,"Grundy, Brodie",26y 72d,136 (74-2-60 55.15%),44 (0.32),←,
32,"Hoskin-Elliott, Will",26y 298d,123 (53-2-68 43.90%),122 (0.99),71 (41-2-28 59.15%),80 (1.13)
38,"Howe, Jeremy",29y 363d,187 (69-2-116 37.43%),89 (0.48),87 (47-2-38 55.17%),9 (0.10)
37,"Maynard, Brayden",23y 280d,101 (51-2-48 51.49%),15 (0.15),←,
16,"Mayne, Chris",31y 237d,221 (125-2-94 57.01%),207 (0.94),49 (30-1-18 62.24%),11 (0.22)
41,"Mihocek, Brody",27y 143d,44 (29-1-14 67.05%),72 (1.64),←,
30,"Moore, Darcy",24y 153d,75 (33-2-40 45.33%),61 (0.81),←,
9,"Noble, John",23y 93d,9 (6-1-2 72.22%),,←,
10,"Pendlebury, Scott",32y 171d,305 (185-3-117 61.15%),178 (0.58),←,
21,"Phillips, Tom",24y 50d,78 (45-2-31 58.97%),43 (0.55),←,
23,"Roughead, Jordan",29y 236d,166 (81-1-84 49.10%),35 (0.21),28 (18-1-9 66.07%),1 (0.04)
22,"Sidebottom, Steele",29y 176d,238 (146-4-88 62.18%),163 (0.68),←,
1,"Stephenson, Jaidyn",21y 163d,42 (28-0-14 66.67%),66 (1.57),←,
33,"Wills, Rupert",27y 37d,17 (12-0-5 70.59%),1 (0.06),←,
Totals,Totals,26y 83d,2341 (1245-35-1061 53.18%),1586 (0.68),,
C,"Buckley, Nathan",47y 336d,190 (105-2-83 55.79%),,←,
