Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",15,10,5,20,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,3.0,18.0,,1.0,1.0,,1.0,85.0
15,"Anderson, Noah",21,8,9,30,,,,3.0,4.0,7.0,8.0,1.0,1.0,1.0,1.0,10.0,20.0,,,,2.0,1.0,72.0
10,"Ballard, Charlie",10,5,5,15,,,,2.0,2.0,,,1.0,1.0,,,5.0,11.0,1.0,,11.0,,,93.0
3 ↑,"Bowes, Jack",11,5,4,15,,,,3.0,3.0,2.0,,,,,,6.0,8.0,1.0,,2.0,2.0,,55.0
29,"Burgess, Chris",3,3,4,7,,,,3.0,,1.0,,2.0,,1.0,,3.0,5.0,,,7.0,,,87.0
25,"Collins, Sam",7,6,4,11,,,,1.0,2.0,,,4.0,,3.0,2.0,4.0,7.0,,,7.0,,,91.0
19,"Corbett, Josh",9,9,8,17,1,,,,,1.0,,4.0,1.0,1.0,,5.0,12.0,,3.0,3.0,,,87.0
4 ↓,"Ellis, Brandon",6,5,1,7,1,,,1.0,,2.0,1.0,1.0,,1.0,,2.0,6.0,,1.0,1.0,,,35.0
50,"Farrar, Jy",13,4,5,18,,,,1.0,5.0,,,2.0,,,,4.0,14.0,,,3.0,,,67.0
8,"Fiorini, Brayden",15,4,8,23,1,,,11.0,1.0,4.0,3.0,4.0,2.0,2.0,,13.0,10.0,,1.0,1.0,,,69.0
40,"Jeffrey, Joel",5,3,1,6,1,2.0,,1.0,,1.0,,2.0,,1.0,,1.0,5.0,,3.0,1.0,,,71.0
34,"King, Ben",3,2,4,7,,2.0,,,,1.0,,2.0,,1.0,,3.0,5.0,,1.0,1.0,,,88.0
23,"Lemmens, Sean",11,5,2,13,,,,3.0,1.0,1.0,,1.0,,1.0,,3.0,10.0,,,1.0,,,83.0
13,"Lukosius, Jack",14,7,2,16,,,,,3.0,4.0,,4.0,,,,,13.0,,1.0,3.0,,1.0,88.0
44,"Macpherson, Darcy",10,6,11,21,,1.0,,5.0,1.0,1.0,4.0,2.0,1.0,2.0,,9.0,10.0,,1.0,2.0,,,85.0
11,"Miller, Touk",21,7,13,34,2,,,4.0,1.0,5.0,7.0,3.0,2.0,,3.0,12.0,23.0,,,1.0,1.0,1.0,90.0
27,"Powell, Wil",21,8,7,28,1,,,7.0,10.0,1.0,2.0,2.0,3.0,,,11.0,14.0,1.0,,6.0,,,91.0
18,"Rowell, Matt",4,3,9,13,,,,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,6.0,7.0,,,1.0,,,70.0
6,"Sexton, Alex",16,10,4,20,1,,,2.0,,9.0,1.0,7.0,1.0,1.0,,5.0,14.0,1.0,,,2.0,1.0,86.0
37,"Sharp, Jeremy",12,9,7,19,,,,3.0,,2.0,,2.0,2.0,1.0,,4.0,15.0,1.0,,2.0,,,82.0
32,"Smith, Zac",7,2,3,10,1,,31.0,1.0,1.0,2.0,5.0,1.0,3.0,,,8.0,1.0,1.0,1.0,2.0,,1.0,80.0
24,"Swallow, David",12,5,4,16,,,,5.0,3.0,4.0,5.0,5.0,3.0,3.0,,8.0,10.0,,,,,,79.0
21,"Townsend, Jacob",8,5,2,10,2,,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,5.0,2.0,,2.0,,1.0,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,131,122,376,11,10.0,34.0,65.0,41.0,52.0,41.0,57.0,22.0,22.0,6.0,130.0,243.0,8.0,13.0,58.0,7.0,7.0,
Opposition,Opposition,212,98,101,313,8,9.0,28.0,61.0,39.0,49.0,31.0,60.0,22.0,22.0,,120.0,192.0,7.0,13.0,49.0,4.0,5.0,
