Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",26y 37d,90 (50-0-40 55.56%),54 (0.60),←,
8,"Cook, Myke",19y 199d,2 (2-0-0 100.00%),,←,
32,"Dangerfield, Patrick",19y 21d,7 (4-0-3 57.14%),5 (0.71),←,
11,"Doughty, Michael",29y 264d,147 (90-0-57 61.22%),34 (0.23),←,
26,"Douglas, Richard",22y 79d,43 (24-0-19 55.81%),29 (0.67),←,
9,"Edwards, Tyson",32y 263d,294 (161-0-133 54.76%),184 (0.63),←,
36,"Goodwin, Simon",32y 121d,243 (139-0-104 57.20%),156 (0.64),←,
6,"Griffin, Jonathon",23y 102d,29 (16-0-13 55.17%),5 (0.17),←,
18,"Johncock, Graham",26y 187d,151 (85-0-66 56.29%),90 (0.60),←,
14,"Mackay, David",20y 275d,24 (16-0-8 66.67%),6 (0.25),←,
23,"McLeod, Andrew",32y 265d,309 (169-0-140 54.69%),258 (0.83),←,
22,"Otten, Andy",19y 346d,7 (4-0-3 57.14%),,←,
33,"Petrenko, Jared",19y 125d,5 (3-0-2 60.00%),2 (0.40),←,
40,"Porplyzia, Jason",24y 150d,49 (31-0-18 63.27%),70 (1.43),←,
3,"Reilly, Brent",25y 165d,98 (58-0-40 59.18%),39 (0.40),←,
25,"Rutten, Ben",25y 333d,107 (67-0-40 62.62%),5 (0.05),←,
27,"Stevens, Scott",27y 101d,105 (54-1-50 51.90%),73 (0.70),80 (44-0-36 55.00%),56 (0.70)
5,"Thompson, Scott",26y 43d,136 (79-0-57 58.09%),99 (0.73),97 (61-0-36 62.89%),82 (0.85)
4,"Tippett, Kurt",21y 353d,24 (13-0-11 54.17%),24 (1.00),←,
7,"van Berlo, Nathan",22y 324d,81 (49-0-32 60.49%),24 (0.30),←,
17,"Vince, Bernie",23y 206d,36 (23-0-13 63.89%),18 (0.50),←,
13,"Walker, Taylor",19y 1d,5 (3-0-2 60.00%),8 (1.60),←,
Totals,Totals,24y 213d,1992 (1140-1-851 57.23%),1183 (0.59),,
C,"Craig, Neil",53y 105d,109 (67-0-42 61.47%),,←,
