Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",27y 152d,127 (51-0-76 40.16%),67 (0.53),←,
19,"Bain, David",28y 90d,94 (19-1-74 20.74%),47 (0.50),8 (2-0-6 25.00%),3 (0.38)
32,"Baldwin, Jason",24y 266d,89 (35-0-54 39.33%),20 (0.22),←,
34,"Boyd, Brad",22y 355d,30 (12-0-18 40.00%),17 (0.57),←,
35,"Cook, Brett",21y 103d,1 (0-0-1 0.00%),,←,
31,"Dent, Matthew",22y 195d,8 (1-0-7 12.50%),,←,
18,"Dunstan, Michael",23y 141d,33 (13-0-20 39.39%),28 (0.85),←,
6,"Guard, Jeremy",24y 20d,52 (22-0-30 42.31%),12 (0.23),←,
17,"Hawking, Simon",21y 148d,24 (9-0-15 37.50%),1 (0.04),←,
10,"Hogg, Jeff",27y 289d,157 (45-0-112 28.66%),327 (2.08),13 (4-0-9 30.77%),21 (1.62)
2,"Johnson, Chris",18y 62d,12 (3-0-9 25.00%),14 (1.17),←,
29,"Lyon, Ross",27y 265d,124 (41-0-83 33.06%),112 (0.90),←,
25,"McCarthy, John",27y 123d,124 (49-1-74 39.92%),153 (1.23),32 (11-0-21 34.38%),52 (1.63)
7,"Molloy, Jarrod",18y 80d,16 (4-0-12 25.00%),18 (1.13),←,
4,"Paxman, Stephen",23y 239d,55 (19-0-36 34.55%),14 (0.25),←,
1,"Roos, Paul",31y 34d,264 (109-0-155 41.29%),261 (0.99),←,
3,"Seecamp, Marcus",22y 4d,46 (17-0-29 36.96%),10 (0.22),←,
22,"Stretch, Steven",30y 207d,178 (93-1-84 52.53%),75 (0.42),14 (3-0-11 21.43%),4 (0.29)
33,"Warfe, Rowan",18y 38d,2 (0-0-2 0.00%),,←,
12,"Wheildon, Darren",23y 262d,65 (23-0-42 35.38%),147 (2.26),←,
8,"Wynd, Jim",29y 262d,132 (49-0-83 37.12%),62 (0.47),←,
Totals,Totals,24y 176d,1633 (614-3-1016 37.60%),1385 (0.85),,
C,"Shaw, Robert",39y 206d,81 (27-0-54 33.33%),,←,
