Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 282d,272 (191-2-79 70.59%),191 (0.70),←,
46,"Blicavs, Mark",23y 168d,45 (32-0-13 71.11%),12 (0.27),←,
1,"Brown, Mitch",24y 15d,15 (13-0-2 86.67%),9 (0.60),←,
23,"Caddy, Josh",21y 349d,58 (28-0-30 48.28%),39 (0.67),34 (25-0-9 73.53%),22 (0.65)
22,"Duncan, Mitch",23y 94d,100 (76-0-24 76.00%),87 (0.87),←,
44,"Enright, Corey",32y 363d,288 (192-2-94 67.01%),62 (0.22),←,
29,"Guthrie, Cameron",22y 24d,64 (45-0-19 70.31%),10 (0.16),←,
26,"Hawkins, Tom",26y 53d,147 (114-0-33 77.55%),286 (1.95),←,
33,"Horlin-Smith, George",21y 264d,32 (25-0-7 78.13%),18 (0.56),←,
9,"Kelly, James",30y 257d,256 (175-1-80 68.55%),87 (0.34),←,
13,"Lonergan, Tom",30y 118d,145 (108-1-36 74.83%),52 (0.36),←,
4,"Mackie, Andrew",30y 36d,220 (168-0-52 76.36%),90 (0.41),←,
6,"McCarthy, Lincoln",20y 325d,5 (4-0-1 80.00%),,←,
32,"Motlop, Steven",23y 184d,68 (46-0-22 67.65%),89 (1.31),←,
21,"Murdoch, Jordan",22y 173d,42 (30-0-12 71.43%),37 (0.88),←,
25,"Rivers, Jared",29y 329d,182 (77-3-102 43.13%),18 (0.10),32 (23-0-9 71.88%),
14,"Selwood, Joel",26y 109d,184 (147-0-37 79.89%),115 (0.63),←,
27,"Stokes, Mathew",29y 294d,175 (136-0-39 77.71%),199 (1.14),←,
7,"Taylor, Harry",28y 92d,159 (124-0-35 77.99%),40 (0.25),←,
40,"Thurlow, Jackson",20y 168d,10 (5-0-5 50.00%),4 (0.40),←,
5,"Varcoe, Travis",26y 155d,138 (114-0-24 82.61%),130 (0.94),←,
34,"Walker, Josh",21y 304d,17 (10-0-7 58.82%),16 (0.94),←,
Totals,Totals,25y 289d,2622 (1860-9-753 70.94%),1591 (0.61),,
C,"Scott, Chris",38y 132d,97 (73-0-24 75.26%),,←,
