Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",22y 243d,5 (1-0-4 20.00%),,←,
7,"Ash, Lachie",22y 304d,88 (44-1-43 50.57%),6 (0.07),←,
14,"Bedford, Toby",23y 329d,43 (30-0-13 69.77%),26 (0.60),25 (18-0-7 72.00%),17 (0.68)
32,"Briggs, Kieren",24y 197d,32 (21-0-11 65.63%),7 (0.22),←,
46,"Brown, Callum",23y 249d,35 (20-0-15 57.14%),35 (1.00),←,
44,"Buckley, Jack",26y 125d,49 (27-1-21 56.12%),1 (0.02),←,
5,"Cadman, Aaron",20y 48d,18 (12-0-6 66.67%),16 (0.89),←,
17,"Callaghan, Finn",20y 360d,31 (17-0-14 54.84%),6 (0.19),←,
16,"Daniels, Brent",25y 42d,88 (50-0-38 56.82%),56 (0.64),←,
4,"Greene, Toby",30y 208d,221 (106-2-113 48.42%),340 (1.54),←,
12,"Green, Tom",23y 88d,73 (35-1-37 48.63%),30 (0.41),←,
27,"Himmelberg, Harry",27y 348d,158 (87-2-69 55.70%),161 (1.02),←,
23,"Hogan, Jesse",29y 68d,146 (69-0-77 47.26%),295 (2.02),56 (28-0-28 50.00%),125 (2.23)
39,"Idun, Connor",23y 266d,74 (38-1-35 52.03%),,←,
22,"Kelly, Josh",29y 68d,204 (109-3-92 54.17%),132 (0.65),←,
33,"OHalloran, Xavier",23y 284d,54 (27-1-26 50.93%),18 (0.33),←,
20,"Peatling, James",23y 243d,30 (13-0-17 43.33%),11 (0.37),←,
36,"Perryman, Harry",25y 123d,113 (59-1-53 52.65%),25 (0.22),←,
26,"Riccardi, Jake",24y 165d,56 (29-0-27 51.79%),71 (1.27),←,
28,"Thomas, Harvey",18y 256d,6 (5-0-1 83.33%),2 (0.33),←,
8,"Ward, Callan",34y 10d,297 (133-4-160 45.45%),144 (0.48),237 (101-4-132 43.46%),111 (0.47)
10,"Wehr, Jacob",25y 290d,20 (10-0-10 50.00%),4 (0.20),←,
6,"Whitfield, Lachie",29y 277d,215 (107-4-104 50.70%),71 (0.33),←,
Totals,Totals,25y 73d,2056 (1049-21-986 51.02%),1457 (0.71),,
C,"Kingsley, Adam",48y 244d,32 (20-0-12 62.50%),,←,
