Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Bramble, Lachlan",10,3,8,18,,,,4.0,3.0,4.0,,1.0,,1.0,,3.0,13.0,,,1.0,1.0,,87.0
42,"Brockman, Tyler",4,4,4,8,3,,,2.0,,1.0,,,,,,,7.0,,2.0,,,1.0,67.0
9,"Burgoyne, Shaun",11,3,10,21,,,,,7.0,3.0,,3.0,,,,5.0,14.0,,,2.0,,,78.0
18,"Ceglar, Jonathon",2,2,17,19,,,24.0,4.0,1.0,4.0,8.0,3.0,,1.0,,12.0,9.0,1.0,,6.0,,,71.0
8,"Frost, Sam",14,7,2,16,,,,2.0,3.0,,,,1.0,,,4.0,10.0,,,1.0,1.0,,94.0
13,"Hanrahan, Oliver",7,2,6,13,1,,,,,,,1.0,2.0,,,6.0,8.0,,,1.0,,,69.0
15,"Hardwick, Blake",15,6,5,20,,,,3.0,8.0,,,1.0,1.0,,,3.0,14.0,,,4.0,,,86.0
28,"Hartigan, Kyle",4,2,5,9,,,,,2.0,,1.0,1.0,1.0,1.0,,5.0,4.0,,,3.0,,,96.0
17,"Howe, Daniel",15,5,10,25,,1.0,,2.0,1.0,5.0,1.0,,1.0,,,5.0,18.0,,,3.0,,1.0,84.0
34 ↓,"Koschitzke, Jacob",4,1,1,5,,,,3.0,,1.0,,3.0,3.0,1.0,,4.0,1.0,,,2.0,,1.0,71.0
2,"Lewis, Mitch",7,5,1,8,2,1.0,5.0,1.0,,2.0,,3.0,1.0,2.0,,4.0,4.0,1.0,2.0,3.0,,,92.0
7,"McEvoy, Ben",7,9,6,13,,2.0,13.0,6.0,1.0,1.0,3.0,4.0,3.0,3.0,,11.0,5.0,4.0,1.0,4.0,,,84.0
3,"Mitchell, Tom",14,6,22,36,,,,5.0,1.0,3.0,4.0,4.0,,2.0,2.0,10.0,28.0,,,1.0,1.0,,87.0
1,"Morrison, Harry",5,7,11,16,,,,3.0,,1.0,,1.0,,1.0,,1.0,15.0,,,2.0,,,74.0
11,"Nash, Conor",11,8,13,24,1,,,2.0,1.0,5.0,4.0,1.0,1.0,,,7.0,17.0,,,1.0,,,78.0
44 ↑,"Newcombe, Jai",,,2,2,,,,,,,1.0,,,,,1.0,1.0,,,,,,21.0
23,"OBrien, Tim",11,7,7,18,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,5.0,13.0,,,3.0,,,91.0
10,"OMeara, Jaeger",20,7,16,36,,2.0,,1.0,3.0,5.0,6.0,4.0,1.0,1.0,1.0,15.0,19.0,,,,,,84.0
21,"Phillips, Tom",12,4,4,16,2,1.0,,1.0,1.0,1.0,,2.0,,,,2.0,14.0,,2.0,,,,69.0
14,"Scrimshaw, Jack",16,6,9,25,1,,,1.0,2.0,1.0,,3.0,,,,6.0,20.0,,,3.0,2.0,,80.0
26,"Shiels, Liam",11,8,9,20,,,,,,1.0,1.0,,,,,2.0,20.0,,1.0,2.0,,1.0,83.0
20,"Wingard, Chad",15,3,15,30,2,1.0,,5.0,,4.0,6.0,4.0,2.0,1.0,3.0,11.0,21.0,,1.0,,1.0,2.0,81.0
5,"Worpel, James",14,7,11,25,,,,1.0,3.0,3.0,1.0,2.0,,1.0,,7.0,17.0,,,2.0,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,112,194,423,12,11.0,42.0,47.0,40.0,47.0,36.0,43.0,18.0,16.0,6.0,129.0,292.0,6.0,9.0,44.0,6.0,6.0,
Opposition,Opposition,210,115,129,339,12,11.0,16.0,51.0,33.0,53.0,25.0,45.0,16.0,18.0,,127.0,213.0,14.0,15.0,46.0,5.0,7.0,
