Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",8,2,4,12,,,2.0,2.0,,,,,,1.0,,,,,,,,,
14,"Armstrong, Matt",16,2,9,25,,2.0,,3.0,,,,,2.0,1.0,,,,,,,,,
32,"Baldwin, Jason",9,3,11,20,,,,1.0,,,,,,,,,,,,,,,
18,"Blakey, John",9,4,5,14,,1.0,1.0,6.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",11,,16,27,1,1.0,,3.0,,,,,3.0,2.0,,,,,,,,,
22,"Caven, Peter",5,3,3,8,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
16,"Cormack, Joe",4,,2,6,,,,1.0,,,,,1.0,,,,,,,,,,
2,"Dundas, Matthew",10,4,6,16,,1.0,,1.0,,,,,,1.0,,,,,,,,,
28,"Elliott, Jamie",5,,5,10,,,,1.0,,,,,3.0,,,,,,,,,,
6,"Guard, Jeremy",7,1,7,14,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",8,3,2,10,1,,,,,,,,2.0,1.0,,,,,,,,,
29,"Lyon, Ross",9,3,13,22,3,,1.0,,,,,,2.0,1.0,,,,,,,,,
21,"Morrish, Paul",,,1,1,,,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",5,3,2,7,3,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",5,1,7,12,,,2.0,,,,,,3.0,1.0,,,,,,,,,
1,"Roos, Paul",18,7,7,25,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",10,4,10,20,,,,3.0,,,,,1.0,1.0,,,,,,,,,
33,"Stephens, Brett",8,2,5,13,,,,2.0,,,,,2.0,,,,,,,,,,
12,"Wheildon, Darren",5,2,4,9,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Wynd, Jim",18,3,11,29,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,47,130,300,11,11.0,9.0,30.0,,,,,26.0,19.0,,,,,,,,,
Opposition,Opposition,230,82,111,341,25,25.0,20.0,29.0,,,,,19.0,26.0,6.0,,,,,,,,
