Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",20y 231d,31 (12-0-19 38.71%),12 (0.39),←,
32,"Bugg, Tomas",23y 144d,83 (25-0-58 30.12%),23 (0.28),18 (8-0-10 44.44%),7 (0.39)
17,"Frost, Sam",22y 365d,40 (14-0-26 35.00%),7 (0.17),19 (9-0-10 47.37%),5 (0.26)
36,"Garlett, Jeff",27y 24d,146 (72-1-73 49.66%),252 (1.73),39 (15-0-24 38.46%),69 (1.77)
11,"Gawn, Max",24y 241d,61 (19-0-42 31.15%),34 (0.56),←,
43,"Harmes, James",20y 327d,27 (12-0-15 44.44%),15 (0.56),←,
1,"Hogan, Jesse",21y 197d,41 (15-0-26 36.59%),85 (2.07),←,
29,"Hunt, Jayden",21y 146d,19 (9-0-10 47.37%),3 (0.16),←,
39,"Jetta, Neville",26y 197d,94 (25-2-67 27.66%),21 (0.22),←,
45,"Jones, Matt",28y 314d,61 (12-0-49 19.67%),11 (0.18),←,
2,"Jones, Nathan",28y 220d,223 (58-3-162 26.68%),105 (0.47),←,
28,"McDonald, Oscar",20y 162d,17 (8-0-9 47.06%),,←,
25,"McDonald, Tom",23y 344d,104 (28-0-76 26.92%),8 (0.08),←,
5,"Petracca, Christian",20y 236d,17 (7-0-10 41.18%),12 (0.71),←,
3,"Salem, Christian",21y 43d,30 (9-0-21 30.00%),8 (0.27),←,
15,"Stretch, Billy",19y 354d,27 (10-0-17 37.04%),5 (0.19),←,
12,"Tyson, Dom",23y 80d,71 (19-0-52 26.76%),37 (0.52),58 (18-0-40 31.03%),33 (0.57)
37,"Vandenberg, Aaron",24y 177d,28 (11-0-17 39.29%),17 (0.61),←,
23,"Vince, Bernie",30y 330d,193 (87-0-106 45.08%),110 (0.57),64 (19-0-45 29.69%),30 (0.47)
7,"Viney, Jack",22y 136d,70 (20-0-50 28.57%),19 (0.27),←,
4,"Watts, Jack",25y 154d,137 (38-2-97 28.47%),121 (0.88),←,
26,"Weideman, Sam",19y 62d,3 (1-0-2 33.33%),3 (1.00),←,
Totals,Totals,23y 204d,1523 (511-8-1004 33.55%),908 (0.60),,
C,"Roos, Paul",53y 61d,268 (137-2-129 51.49%),,66 (21-0-45 31.82%),
