Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
3,"Coniglio, Stephen",23y 275d,94 (41-0-53 43.62%),39 (0.41),←,
35,"Corr, Aidan",23y 122d,58 (24-2-32 43.10%),1 (0.02),←,
1,"Davis, Phil",27y 17d,120 (55-2-63 46.67%),6 (0.05),102 (44-2-56 44.12%),5 (0.05)
24,"de Boer, Matt",27y 190d,152 (87-3-62 58.22%),56 (0.37),14 (9-2-3 71.43%),8 (0.57)
7,"Deledio, Brett",30y 151d,249 (114-5-130 46.79%),187 (0.75),6 (4-0-2 66.67%),5 (0.83)
4,"Greene, Toby",23y 356d,116 (46-0-70 39.66%),123 (1.06),←,
19,"Haynes, Nick",25y 121d,80 (36-2-42 46.25%),8 (0.10),←,
27,"Himmelberg, Harry",21y 131d,15 (12-0-3 80.00%),5 (0.33),←,
2,"Hopper, Jacob",20y 222d,22 (16-0-6 72.73%),9 (0.41),←,
17,"Johnson, Steve",34y 74d,292 (204-4-84 70.55%),516 (1.77),39 (26-1-12 67.95%),64 (1.64)
22,"Kelly, Josh",22y 216d,83 (44-2-37 54.22%),52 (0.63),←,
37,"Lobb, Rory",24y 219d,54 (31-2-21 59.26%),53 (0.98),←,
12,"Patton, Jonathon",24y 119d,76 (36-2-38 48.68%),119 (1.57),←,
9,"Scully, Tom",26y 124d,150 (60-3-87 41.00%),72 (0.48),119 (47-2-70 40.34%),66 (0.55)
23,"Shaw, Heath",31y 293d,261 (159-4-98 61.69%),39 (0.15),88 (49-2-37 56.82%),2 (0.02)
5,"Shiel, Dylan",24y 191d,111 (46-2-63 42.34%),58 (0.52),←,
14,"Taranto, Tim",19y 231d,13 (10-0-3 76.92%),7 (0.54),←,
20,"Tomlinson, Adam",24y 37d,90 (32-2-56 36.67%),19 (0.21),←,
8,"Ward, Callan",27y 159d,191 (83-2-106 43.98%),96 (0.50),131 (51-2-78 39.69%),63 (0.48)
6,"Whitfield, Lachie",23y 60d,89 (38-2-49 43.82%),43 (0.48),←,
29,"Williams, Zac",22y 361d,75 (39-0-36 52.00%),20 (0.27),←,
16,"Wilson, Nathan",24y 252d,76 (40-2-34 53.95%),16 (0.21),←,
Totals,Totals,25y 62d,2467 (1253-41-1173 50.79%),1544 (0.63),,
C,"Cameron, Leon",45y 14d,92 (49-2-41 54.35%),,←,
