Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",17.0,11.0,17.0,34.0,2.0,1.0,,3.0,4.0,4.0,4.0,5.0,,1.0,3.0,17.0,21.0,2.0,2.0,5.0,1.0,3.0,87.0
17,"Bruce, Josh",3.0,1.0,,3.0,,,,3.0,,1.0,,1.0,1.0,1.0,,3.0,1.0,,,3.0,,,83.0
36,"Cleary, Luke",,,,,,,,,,,,,,,,,,,,,,,
31,"Dale, Bailey",19.0,,11.0,30.0,1.0,,,,5.0,4.0,4.0,2.0,,,,7.0,14.0,,,2.0,2.0,,82.0
5,"Dunkley, Josh",9.0,8.0,9.0,18.0,1.0,,,3.0,1.0,2.0,2.0,2.0,,,,4.0,15.0,,1.0,1.0,1.0,,82.0
44,"English, Tim",3.0,3.0,5.0,8.0,,,26.0,1.0,,,,5.0,,,,1.0,7.0,,,4.0,,,88.0
38,"Garcia, Riley",9.0,3.0,8.0,17.0,1.0,1.0,,1.0,,4.0,3.0,4.0,,2.0,,8.0,9.0,,1.0,1.0,2.0,,77.0
43,"Gardner, Ryan",10.0,5.0,5.0,15.0,,,,1.0,1.0,1.0,,2.0,3.0,2.0,,6.0,10.0,1.0,,8.0,,,100.0
29,"Hannan, Mitch",12.0,7.0,5.0,17.0,1.0,,,1.0,2.0,2.0,,5.0,1.0,1.0,,5.0,12.0,,,1.0,,,80.0
39,"Johannisen, Jason",9.0,6.0,7.0,16.0,1.0,1.0,,2.0,1.0,4.0,,,,,,5.0,11.0,,2.0,,,3.0,86.0
42,"Keath, Alex",2.0,3.0,3.0,5.0,,,,,2.0,,,2.0,,,,1.0,5.0,,,2.0,,,94.0
24,"Khamis, Buku",9.0,7.0,9.0,18.0,,1.0,,,3.0,2.0,,5.0,,,,4.0,14.0,2.0,,4.0,,,81.0
21,"Liberatore, Tom",12.0,3.0,19.0,31.0,,,,2.0,2.0,5.0,11.0,1.0,2.0,,2.0,16.0,15.0,,,3.0,,1.0,82.0
11,"Macrae, Jack",15.0,3.0,16.0,31.0,,,,6.0,2.0,6.0,5.0,2.0,1.0,1.0,,9.0,23.0,,,2.0,,2.0,77.0
30,"McNeil, Lachlan",7.0,6.0,7.0,14.0,,1.0,,2.0,,1.0,2.0,3.0,,1.0,,4.0,10.0,,1.0,,1.0,,78.0
20,"Richards, Ed",15.0,10.0,7.0,22.0,,,,1.0,8.0,,1.0,1.0,,1.0,,5.0,16.0,1.0,1.0,2.0,3.0,1.0,81.0
6,"Smith, Bailey",16.0,4.0,13.0,29.0,,,,5.0,2.0,5.0,7.0,7.0,3.0,,1.0,8.0,21.0,,,1.0,1.0,,84.0
41,"Sweet, Jordon",2.0,1.0,4.0,6.0,,,9.0,3.0,,1.0,1.0,2.0,1.0,1.0,,2.0,4.0,,,1.0,,,61.0
1,"Treloar, Adam",19.0,8.0,6.0,25.0,1.0,,,1.0,4.0,3.0,,4.0,,,,4.0,17.0,1.0,1.0,1.0,2.0,,82.0
2,"Ugle-Hagan, Jamarra",3.0,1.0,3.0,6.0,3.0,,,1.0,,,,2.0,,,,1.0,5.0,,1.0,1.0,,,74.0
19,"Weightman, Cody",6.0,1.0,1.0,7.0,1.0,,,1.0,,1.0,,4.0,2.0,,,2.0,5.0,,,1.0,,,78.0
14,"West, Rhylee",7.0,5.0,4.0,11.0,1.0,1.0,,4.0,,2.0,,2.0,,1.0,,3.0,8.0,1.0,2.0,,,,80.0
34,"Williams, Bailey",7.0,4.0,7.0,14.0,,,,5.0,1.0,1.0,1.0,2.0,,,,3.0,10.0,1.0,,1.0,,,81.0
Totals,Totals,211.0,100.0,166.0,377.0,13.0,6.0,35.0,46.0,38.0,49.0,41.0,63.0,14.0,12.0,6.0,118.0,253.0,9.0,12.0,44.0,13.0,10.0,
Opposition,Opposition,268.0,158.0,131.0,399.0,7.0,14.0,35.0,41.0,35.0,46.0,21.0,54.0,13.0,14.0,,121.0,267.0,10.0,10.0,28.0,7.0,6.0,
