Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 274d,83 (41-0-42 49.40%),12 (0.14),←,
35,"Biglands, Rhett",25y 3d,49 (27-0-22 55.10%),18 (0.37),←,
10,"Bode, Matthew",23y 70d,53 (26-0-27 49.06%),48 (0.91),24 (15-0-9 62.50%),23 (0.96)
24,"Burton, Brett",24y 126d,67 (33-0-34 49.25%),96 (1.43),←,
4,"Clarke, Matthew",28y 354d,178 (87-2-89 49.44%),28 (0.16),48 (25-0-23 52.08%),9 (0.19)
1,"Crowell, Andrew",25y 23d,38 (19-0-19 50.00%),14 (0.37),←,
11,"Doughty, Michael",23y 33d,28 (19-0-9 67.86%),13 (0.46),←,
9,"Edwards, Tyson",26y 32d,149 (77-0-72 51.68%),85 (0.57),←,
36,"Goodwin, Simon",25y 255d,115 (63-0-52 54.78%),60 (0.52),←,
34,"Hart, Ben",28y 60d,247 (125-1-121 50.81%),42 (0.17),←,
18,"Johncock, Graham",19y 321d,23 (15-0-8 65.22%),13 (0.57),←,
28,"Johnson, Kane",24y 176d,102 (54-0-48 52.94%),43 (0.42),←,
40,"Ladhams, Chris",21y 321d,26 (15-0-11 57.69%),13 (0.50),←,
3,"Massie, Kris",22y 100d,57 (34-0-23 59.65%),16 (0.28),14 (8-0-6 57.14%),4 (0.29)
16,"McGregor, Ken",21y 221d,50 (24-0-26 48.00%),20 (0.40),←,
23,"McLeod, Andrew",26y 34d,167 (86-0-81 51.50%),177 (1.06),←,
32,"Ricciuto, Mark",27y 91d,214 (104-1-109 48.83%),173 (0.81),←,
12,"Shirley, Robert",22y 90d,23 (9-0-14 39.13%),,←,
7,"Smart, Nigel",33y 109d,249 (125-1-123 50.40%),110 (0.44),←,
20,"Stenglein, Tyson",22y 53d,61 (34-0-27 55.74%),12 (0.20),←,
19,"Stevens, Mark",26y 317d,107 (63-0-44 58.88%),94 (0.88),86 (47-0-39 54.65%),74 (0.86)
17,"Welsh, Scott",23y 274d,87 (51-0-36 58.62%),125 (1.44),51 (25-0-26 49.02%),95 (1.86)
Totals,Totals,24y 318d,2173 (1131-5-1037 52.05%),1212 (0.56),,
C,"Ayres, Gary",41y 344d,184 (101-1-82 55.16%),,68 (36-0-32 52.94%),
