0,1,2,3,4,5,6
←,"Round: 9 Venue: Football Park Date: Sat, 6-May-2000 7:10 PM (7:40 PM) Attendance: 40402","Round: 9 Venue: Football Park Date: Sat, 6-May-2000 7:10 PM (7:40 PM) Attendance: 40402","Round: 9 Venue: Football Park Date: Sat, 6-May-2000 7:10 PM (7:40 PM) Attendance: 40402","Round: 9 Venue: Football Park Date: Sat, 6-May-2000 7:10 PM (7:40 PM) Attendance: 40402","Round: 9 Venue: Football Park Date: Sat, 6-May-2000 7:10 PM (7:40 PM) Attendance: 40402",→
←,Adelaide,4.2.26,7.6.48,11.9.75,19.11.125,→
←,Kangaroos,7.3.45,12.6.78,16.9.105,19.14.128,→
←,Qrt margin,KA by 19,KA by 30,KA by 30,KA by 3,→
←,Qrt scores,KA 45-26,KA 33-22,27-27,AD 50-23,→
←,Field umpires,"Andrew Coates (194), Darren McCauley (58), Michael Avon (9)","Andrew Coates (194), Darren McCauley (58), Michael Avon (9)","Andrew Coates (194), Darren McCauley (58), Michael Avon (9)","Andrew Coates (194), Darren McCauley (58), Michael Avon (9)",→
