Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Baguley, Mark",12,7,8,20,,,,2,1.0,1.0,1.0,1,3.0,1.0,,6,16,,,5.0,,,91.0
44,"Bellchambers, Tom",8,3,5,13,2.0,1.0,34.0,3,,4.0,5.0,3,1.0,2.0,,6,8,1.0,,3.0,,,87.0
22,"Carlisle, Jake",7,6,11,18,,,,1,2.0,,,2,1.0,1.0,,8,10,2.0,,2.0,,,95.0
29,"Davey, Alwyn",12,6,7,19,1.0,5.0,,3,1.0,5.0,1.0,1,1.0,1.0,,8,11,,2.0,,4.0,2.0,81.0
47,"DellOlio, Cory",7,3,4,11,2.0,1.0,,1,1.0,1.0,,2,,1.0,,5,5,1.0,2.0,,3.0,,87.0
15,"Dempsey, Courtenay",9,5,3,12,,,,4,2.0,3.0,1.0,2,2.0,1.0,,4,10,,,3.0,,,86.0
2,"Dyson, Ricky",12,8,7,19,1.0,,1.0,4,3.0,4.0,,2,1.0,1.0,,5,13,2.0,1.0,,,1.0,79.0
31,"Fletcher, Dustin",12,7,4,16,,,,1,3.0,,,3,1.0,1.0,,4,10,,,3.0,,,93.0
3,"Gumbleton, Scott",8,5,6,14,3.0,,,2,,3.0,,2,,,,5,9,,1.0,2.0,,,86.0
34,"Hardingham, Kyle",8,4,3,11,,,,1,1.0,1.0,2.0,2,1.0,1.0,,4,6,,,7.0,,,89.0
21,"Heppell, Dyson",11,4,13,24,,,,6,1.0,4.0,5.0,4,3.0,,1.0,11,13,,,1.0,2.0,3.0,87.0
43 ↓,"Hibberd, Michael",8,1,5,13,,,,1,5.0,,,1,,,,4,9,,,1.0,1.0,,44.0
19,"Hille, David",7,6,9,16,2.0,2.0,2.0,2,,1.0,,2,,1.0,,8,8,2.0,3.0,,,1.0,93.0
26,"Hooker, Cale",8,6,6,14,,,,1,,,,2,,1.0,,6,8,2.0,,2.0,1.0,,96.0
40,"Howlett, Ben",15,4,11,26,1.0,1.0,,8,2.0,3.0,5.0,5,,1.0,,15,11,,,,1.0,2.0,82.0
7,"Jetta, Leroy",14,7,4,18,3.0,1.0,,4,,4.0,,1,,1.0,3.0,4,13,1.0,1.0,,4.0,,86.0
42 ↑,"Lovett-Murray, Nathan",2,1,3,5,,,1.0,2,,2.0,,3,,3.0,,2,3,,,1.0,,,34.0
17,"Melksham, Jake",9,4,6,15,1.0,1.0,,1,,2.0,1.0,2,1.0,,,7,9,,2.0,4.0,1.0,1.0,83.0
23,"Myers, David",14,4,11,25,1.0,,,1,2.0,7.0,2.0,4,,1.0,,7,19,1.0,,1.0,,1.0,81.0
37,"Reimers, Kyle",4,1,2,6,1.0,1.0,,3,,1.0,,1,1.0,,,3,5,,1.0,,,1.0,73.0
5,"Stanton, Brent",16,6,5,21,,,,3,4.0,4.0,,3,,1.0,,4,17,,1.0,3.0,1.0,1.0,85.0
4,"Watson, Jobe",18,6,10,28,1.0,,,7,1.0,5.0,7.0,1,1.0,1.0,,11,17,,,5.0,2.0,,82.0
Totals,Totals,221,104,143,364,19.0,13.0,38.0,61,29.0,55.0,30.0,49,17.0,20.0,4.0,137,230,12.0,14.0,43.0,20.0,13.0,
Opposition,Opposition,196,78,190,386,11.0,11.0,31.0,43,32.0,45.0,39.0,45,19.0,17.0,2.0,136,243,8.0,8.0,39.0,20.0,4.0,
