Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Crameri, Stewart",11,6,9,20,,5.0,,,,6.0,1.0,5.0,,3.0,,11.0,10.0,2.0,3.0,,,1.0,86.0
15,"Dempsey, Courtenay",8,4,6,14,,,,4.0,,1.0,1.0,1.0,2.0,1.0,,9.0,5.0,2.0,,1.0,,1.0,94.0
31,"Fletcher, Dustin",12,3,2,14,,,,1.0,6.0,3.0,,2.0,1.0,1.0,,5.0,8.0,1.0,,7.0,,,89.0
34,"Hardingham, Kyle",3,,3,6,,,,1.0,,2.0,,3.0,,1.0,,4.0,2.0,,,3.0,,,83.0
21,"Heppell, Dyson",13,5,7,20,1,,,1.0,2.0,3.0,2.0,3.0,,1.0,,4.0,18.0,,,2.0,2.0,,83.0
43,"Hibberd, Michael",10,10,5,15,,,,,1.0,1.0,,2.0,1.0,2.0,,9.0,7.0,5.0,,6.0,,,91.0
19,"Hille, David",12,10,6,18,1,1.0,10.0,,1.0,2.0,1.0,3.0,1.0,1.0,,5.0,13.0,2.0,2.0,1.0,,,86.0
39 ↓,"Hocking, Heath",2,1,,2,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,8.0
26,"Hooker, Cale",8,4,5,13,,,,,2.0,1.0,,3.0,,3.0,,5.0,6.0,1.0,,6.0,,,90.0
40,"Howlett, Ben",9,1,10,19,,,,8.0,,5.0,2.0,3.0,1.0,1.0,,7.0,12.0,,,,,2.0,75.0
18,"Hurley, Michael",6,6,5,11,2,1.0,,1.0,,2.0,,3.0,1.0,2.0,,6.0,5.0,3.0,5.0,4.0,,1.0,96.0
7,"Jetta, Leroy",9,2,4,13,1,3.0,,2.0,,4.0,1.0,3.0,,,,6.0,7.0,,1.0,4.0,,,82.0
42 ↑,"Lovett-Murray, Nathan",8,3,4,12,2,,,2.0,,3.0,2.0,2.0,,,,3.0,10.0,,,3.0,,,68.0
10,"McVeigh, Mark",4,3,1,5,1,,,1.0,,1.0,,2.0,,1.0,,2.0,3.0,1.0,2.0,1.0,,,92.0
17,"Melksham, Jake",12,6,4,16,2,1.0,1.0,3.0,,1.0,4.0,6.0,1.0,2.0,,8.0,8.0,1.0,2.0,1.0,,1.0,77.0
6,"Monfries, Angus",6,4,8,14,,1.0,,5.0,1.0,3.0,,1.0,1.0,1.0,,4.0,10.0,,1.0,,,1.0,83.0
23,"Myers, David",13,5,5,18,,,,,5.0,4.0,3.0,1.0,,,,4.0,13.0,1.0,,,,1.0,80.0
16,"Pears, Tayte",4,3,8,12,,,,2.0,4.0,1.0,,2.0,1.0,2.0,,4.0,9.0,,,3.0,,,93.0
30,"Ryder, Paddy",13,9,7,20,1,1.0,33.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,,8.0,12.0,1.0,2.0,2.0,,,90.0
5,"Stanton, Brent",26,7,9,35,2,,,5.0,5.0,9.0,8.0,2.0,4.0,,3.0,18.0,16.0,2.0,,,4.0,,84.0
4,"Watson, Jobe",15,10,13,28,1,1.0,,1.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,15.0,14.0,,1.0,,1.0,,82.0
11,"Zaharakis, David",18,3,7,25,,2.0,,6.0,1.0,10.0,8.0,3.0,,1.0,,14.0,11.0,,,,1.0,2.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,105,128,350,14,20.0,44.0,46.0,35.0,67.0,40.0,56.0,17.0,26.0,4.0,152.0,200.0,22.0,19.0,45.0,8.0,10.0,
Opposition,Opposition,184,80,154,338,15,12.0,30.0,53.0,43.0,54.0,26.0,47.0,26.0,17.0,2.0,130.0,202.0,16.0,14.0,52.0,14.0,11.0,
