Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",7,5,8,15,,1.0,4.0,2.0,1.0,4.0,4.0,3.0,,1.0,,10.0,5.0,2.0,1.0,1.0,,,
16,"Barnard, Paul",6,4,3,9,,,,,1.0,1.0,,,1.0,,,6.0,3.0,1.0,,1.0,,,
20,"Berbakov, Peter",4,2,1,5,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,4.0,,,,,,
8,"Bewick, Darren",5,3,1,6,,,,,2.0,,,,,,,1.0,5.0,,,,,,
32,"Blumfield, Justin",6,1,9,15,1,,,1.0,,6.0,2.0,,1.0,,,9.0,6.0,,,1.0,,,
33,"Caracella, Blake",,,1,1,,,,,,,,,,,,1.0,,,,,,,
36,"Eastaugh, Simon",5,3,6,11,,,8.0,1.0,1.0,4.0,4.0,2.0,,1.0,,5.0,6.0,,,,,,
30,"Fraser, Mark",5,1,8,13,,1.0,,1.0,,4.0,1.0,2.0,,,,4.0,9.0,,,,,,
11,"Hardwick, Damien",10,1,3,13,,,,,2.0,,1.0,1.0,1.0,,,7.0,8.0,,,,,,
26,"Heffernan, Chris",9,4,5,14,1,,1.0,3.0,2.0,4.0,4.0,3.0,,4.0,,6.0,12.0,,,,1.0,,
18,"Lloyd, Matthew",9,3,,9,7,,,,,1.0,,,1.0,,1.0,4.0,4.0,,3.0,,,,
25,"Lucas, Scott",13,6,2,15,,1.0,,2.0,,5.0,2.0,2.0,,,,4.0,11.0,2.0,2.0,,,,
2,"Mercuri, Mark",14,4,4,18,3,1.0,1.0,1.0,,3.0,3.0,,,1.0,,8.0,10.0,1.0,1.0,,,,
24,"Misiti, Joe",18,8,10,28,,,,,4.0,4.0,7.0,1.0,,1.0,,8.0,20.0,,,1.0,,,
29,"Moorcroft, Gary",13,4,2,15,3,2.0,,3.0,2.0,3.0,4.0,1.0,1.0,4.0,,10.0,6.0,,1.0,2.0,1.0,,
15,"Prior, Michael",12,1,3,15,,,,2.0,6.0,3.0,,1.0,2.0,,,5.0,8.0,1.0,,,3.0,,
43,"Rioli, Dean",13,7,6,19,2,,,2.0,,7.0,1.0,2.0,,,,4.0,15.0,,2.0,1.0,,,
7,"Solomon, Dean",5,4,3,8,,,,1.0,3.0,1.0,,,2.0,4.0,,4.0,5.0,,,2.0,1.0,,
12,"Symons, Michael",7,3,1,8,,,,,2.0,,,1.0,,,,2.0,6.0,,,2.0,2.0,,
21,"Wallis, Dean",4,3,5,9,,,,,3.0,,1.0,,1.0,3.0,,3.0,6.0,,,,1.0,,
6,"Wellman, Sean",12,4,5,17,,,,2.0,2.0,,3.0,3.0,3.0,1.0,,8.0,8.0,,,1.0,,,
35,"Young, Barry",6,4,8,14,,,,1.0,2.0,,1.0,,,,,4.0,11.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,75,94,277,17,11.0,14.0,23.0,34.0,51.0,39.0,22.0,13.0,21.0,1.0,114.0,168.0,8.0,10.0,12.0,9.0,,
Opposition,Opposition,187,72,77,264,20,14.0,44.0,27.0,28.0,57.0,50.0,17.0,21.0,13.0,5.0,117.0,154.0,13.0,14.0,7.0,10.0,,
