Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",8,4,4,12,,,,4.0,2.0,1.0,,1.0,,1.0,,1.0,10.0,,,1.0,1.0,,56.0
20,"Brogan, Dean",1,3,4,5,,,8.0,3.0,,,1.0,3.0,2.0,3.0,,2.0,4.0,,,,,,62.0
7,"Burgoyne, Peter",22,1,7,29,1,,,1.0,5.0,8.0,4.0,2.0,3.0,,,9.0,19.0,,,3.0,10.0,,83.0
8,"Burgoyne, Shaun",7,5,8,15,1,2.0,,3.0,,,5.0,3.0,1.0,,,8.0,6.0,,3.0,,,1.0,90.0
27,"Carlile, Alipate",2,1,7,9,,,,,,,,1.0,1.0,1.0,,2.0,7.0,,,5.0,,,77.0
25,"Cassisi, Domenic",8,2,6,14,,1.0,,1.0,3.0,1.0,3.0,4.0,1.0,3.0,,7.0,8.0,,,2.0,1.0,,89.0
30,"Chaplin, Troy",9,10,15,24,1,,,1.0,3.0,3.0,1.0,2.0,1.0,1.0,,6.0,17.0,2.0,1.0,4.0,,,100.0
35,"Cornes, Chad",12,4,10,22,,1.0,1.0,4.0,1.0,4.0,2.0,5.0,,,,9.0,13.0,,,2.0,4.0,1.0,94.0
18,"Cornes, Kane",15,3,7,22,1,,,1.0,3.0,1.0,1.0,4.0,3.0,2.0,,4.0,19.0,,,1.0,,,96.0
33,"Ebert, Brett",13,7,2,15,1,2.0,,3.0,,4.0,,1.0,,,,3.0,11.0,,2.0,2.0,,1.0,88.0
5,"Lade, Brendon",12,7,7,19,,,15.0,2.0,4.0,3.0,1.0,3.0,1.0,,,6.0,13.0,1.0,1.0,2.0,2.0,,81.0
44,"Logan, Tom",3,1,5,8,,,,2.0,1.0,1.0,,,,,,2.0,6.0,,,5.0,,,58.0
4,"Motlop, Daniel",12,6,2,14,1,3.0,,3.0,,2.0,1.0,5.0,3.0,,,8.0,7.0,3.0,4.0,3.0,,1.0,79.0
16,"Pearce, Danyle",11,5,5,16,,,,3.0,,4.0,2.0,4.0,,,,5.0,11.0,,,,1.0,,75.0
36,"Pettigrew, Michael",6,2,5,11,,,,3.0,2.0,1.0,,2.0,,1.0,,2.0,9.0,,,4.0,3.0,1.0,95.0
15,"Rodan, David",6,6,7,13,,,,4.0,,3.0,,,1.0,,,4.0,9.0,,,,8.0,,77.0
3,"Salopek, Steven",10,4,6,16,1,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,11.0,1.0,1.0,,,,75.0
9,"Surjan, Jacob",5,2,9,14,,,,,4.0,1.0,,,1.0,,,4.0,9.0,,,3.0,,,87.0
28,"Thurstans, Toby",4,8,12,16,,,,3.0,2.0,,,1.0,1.0,1.0,,4.0,12.0,,,3.0,4.0,,100.0
1,"Tredrea, Warren",8,5,4,12,1,1.0,1.0,3.0,,4.0,,1.0,1.0,,,2.0,10.0,,1.0,1.0,,,87.0
39,"Westhoff, Justin",9,5,2,11,1,2.0,,1.0,,2.0,,3.0,,,,5.0,6.0,,2.0,,,,92.0
21,"Wilson, Michael",11,6,6,17,,,,,1.0,5.0,,5.0,,2.0,,,17.0,,,3.0,7.0,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,97,140,334,9,14.0,25.0,46.0,32.0,50.0,22.0,50.0,21.0,15.0,,98.0,234.0,7.0,15.0,44.0,41.0,5.0,
Opposition,Opposition,211,119,164,375,9,11.0,23.0,51.0,41.0,42.0,28.0,40.0,15.0,20.0,,115.0,254.0,15.0,8.0,43.0,7.0,4.0,
