Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",28y 93d,222 (150-1-71 67.79%),31 (0.14),←,
22,"Breust, Luke",25y 171d,122 (97-0-25 79.51%),235 (1.93),←,
9,"Burgoyne, Shaun",33y 192d,301 (207-1-93 68.94%),245 (0.81),144 (110-1-33 76.74%),74 (0.51)
18,"Ceglar, Jonathon",25y 76d,36 (28-0-8 77.78%),19 (0.53),←,
8,"Duryea, Taylor",25y 6d,69 (54-0-15 78.26%),12 (0.17),←,
12,"Frawley, James",27y 223d,163 (51-1-111 31.60%),24 (0.15),24 (17-0-7 70.83%),6 (0.25)
6,"Gibson, Josh",32y 48d,195 (126-2-67 65.13%),3 (0.02),130 (97-1-32 75.00%),1 (0.01)
19,"Gunston, Jack",24y 197d,109 (79-0-30 72.48%),232 (2.13),95 (74-0-21 77.89%),212 (2.23)
10,"Hill, Bradley",22y 296d,77 (61-0-16 79.22%),47 (0.61),←,
15,"Hodge, Luke",31y 320d,275 (163-1-111 59.45%),188 (0.68),←,
41,"Howe, Daniel",20y 148d,7 (6-0-1 85.71%),1 (0.14),←,
3,"Lewis, Jordan",30y 6d,246 (156-1-89 63.62%),135 (0.55),←,
36,"Lovell, Kieran",18y 350d,1 (0-0-1 0.00%),,←,
7,"McEvoy, Ben",26y 294d,129 (77-2-50 60.47%),49 (0.38),38 (26-0-12 68.42%),22 (0.58)
5,"Mitchell, Sam",33y 201d,291 (178-1-112 61.34%),67 (0.23),←,
23,"OBrien, Tim",22y 33d,7 (5-0-2 71.43%),5 (0.71),←,
28,"Puopolo, Paul",28y 150d,117 (92-0-25 78.63%),110 (0.94),←,
33,"Rioli, Cyril",26y 291d,163 (113-1-49 69.63%),234 (1.44),←,
26,"Shiels, Liam",25y 1d,128 (96-0-32 75.00%),43 (0.34),←,
21,"Sicily, James",21y 115d,9 (6-0-3 66.67%),15 (1.67),←,
16,"Smith, Isaac",27y 122d,117 (93-0-24 79.49%),104 (0.89),←,
24,"Stratton, Ben",27y 60d,123 (88-1-34 71.95%),1 (0.01),←,
Totals,Totals,26y 204d,2907 (1926-12-969 66.25%),1800 (0.62),,
C,"Clarkson, Alastair",48y 3d,265 (167-1-97 63.21%),,←,
