Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",23,2,10,33,,1.0,,2.0,5.0,3.0,6.0,2.0,2.0,,,13.0,20.0,,,2.0,1.0,2.0,97.0
11,"Bennell, Harley",13,4,11,24,1,3.0,,3.0,2.0,6.0,2.0,4.0,,,,9.0,15.0,,,3.0,1.0,,92.0
3,"Brennan, Jared",7,1,8,15,,,6.0,3.0,,3.0,5.0,3.0,,1.0,,11.0,4.0,,,5.0,,,89.0
30,"Brown, Campbell",8,3,3,11,,2.0,,3.0,1.0,2.0,,2.0,,2.0,,2.0,8.0,,2.0,1.0,,1.0,97.0
28,"Caddy, Josh",11,6,8,19,2,,,2.0,3.0,2.0,4.0,4.0,1.0,1.0,,8.0,11.0,,1.0,3.0,,,79.0
27,"Coad, Michael",12,5,6,18,,,,1.0,4.0,1.0,,5.0,1.0,1.0,,8.0,10.0,,,10.0,1.0,,95.0
12,"Day, Sam",7,6,4,11,2,1.0,,,,1.0,1.0,2.0,,1.0,,5.0,6.0,2.0,2.0,,,,94.0
23,"Dixon, Charlie",3,3,4,7,,,6.0,,,1.0,1.0,1.0,,1.0,,4.0,4.0,,1.0,4.0,,1.0,55.0
42,"Horsley, Kyal",9,6,4,13,1,,,9.0,2.0,2.0,1.0,1.0,,,,3.0,10.0,1.0,,2.0,1.0,,63.0
7,"Hunt, Karmichael",5,1,11,16,,,1.0,2.0,,5.0,1.0,,1.0,,,6.0,10.0,,,2.0,,,68.0
36,"Iles, Sam",16,8,12,28,1,,,5.0,2.0,,2.0,4.0,1.0,1.0,1.0,11.0,17.0,1.0,,1.0,3.0,,91.0
19,"Lynch, Tom",10,4,6,16,,2.0,,3.0,1.0,3.0,,1.0,1.0,1.0,,8.0,8.0,,1.0,2.0,,1.0,98.0
18,"McKenzie, Trent",13,6,8,21,,,,2.0,3.0,5.0,1.0,2.0,1.0,,,3.0,17.0,,,2.0,,,82.0
41,"Prestia, Dion",15,5,11,26,,1.0,,11.0,3.0,1.0,4.0,3.0,,,,8.0,18.0,,1.0,1.0,1.0,1.0,82.0
35,"Rischitelli, Michael",6,5,9,15,1,,,1.0,1.0,3.0,1.0,2.0,,,,6.0,10.0,,1.0,2.0,,,76.0
8,"Russell, Luke",13,10,5,18,,1.0,,4.0,3.0,,,3.0,,2.0,,3.0,16.0,,1.0,3.0,,,86.0
2,"Smith, Zac",3,3,11,14,,,17.0,,,,1.0,,,,,6.0,8.0,,,5.0,,,88.0
24 ↓,"Swallow, David",9,3,1,10,1,,,1.0,1.0,3.0,,3.0,1.0,,,4.0,6.0,1.0,2.0,1.0,,1.0,42.0
48,"Tape, Seb",6,3,5,11,,,,8.0,1.0,,,1.0,,,,4.0,6.0,,,1.0,1.0,,100.0
20 ↑,"Toy, Josh",,,1,1,,,,1.0,,,,,,,,1.0,,,,,,,39.0
14,"Warnock, Matthew",17,10,5,22,,,,3.0,4.0,1.0,,2.0,,1.0,,5.0,16.0,,,7.0,1.0,,99.0
38,"Wilkinson, Joel",6,6,3,9,,,,1.0,1.0,,,3.0,1.0,3.0,,2.0,7.0,,,1.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,100,146,358,9,13.0,30.0,65.0,37.0,42.0,30.0,48.0,10.0,15.0,1.0,130.0,227.0,5.0,12.0,58.0,10.0,7.0,
Opposition,Opposition,221,108,154,375,13,16.0,28.0,53.0,27.0,58.0,37.0,39.0,15.0,10.0,5.0,133.0,242.0,11.0,9.0,45.0,19.0,9.0,
