Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Broadbridge, Troy",23y 259d,31 (16-0-15 51.61%),2 (0.06),←,
25,"Brown, Nathan",27y 311d,86 (42-0-44 48.84%),23 (0.27),←,
32,"Bruce, Cameron",24y 264d,97 (50-0-47 51.55%),125 (1.29),←,
36,"Davey, Aaron",21y 10d,13 (10-0-3 76.92%),23 (1.77),←,
18,"Green, Brad",23y 99d,95 (49-0-46 51.58%),147 (1.55),←,
1,"Heffernan, Chris",25y 143d,126 (78-1-47 62.30%),46 (0.37),29 (11-0-18 37.93%),8 (0.28)
4,"Holland, Ben",27y 41d,137 (71-0-66 51.82%),134 (0.98),12 (9-0-3 75.00%),10 (0.83)
23,"McDonald, James",27y 259d,124 (60-0-64 48.39%),36 (0.29),←,
5,"McLean, Brock",18y 101d,3 (3-0-0 100.00%),3 (1.00),←,
7,"Miller, Brad",20y 350d,33 (16-0-17 48.48%),8 (0.24),←,
9,"Neitz, David",29y 150d,239 (110-0-129 46.03%),470 (1.97),←,
8,"Nicholson, Alistair",26y 108d,86 (45-0-41 52.33%),3 (0.03),←,
28,"Read, Phillip",24y 244d,85 (42-2-41 50.59%),24 (0.28),11 (9-0-2 81.82%),
27,"Rivers, Jared",19y 246d,16 (10-0-6 62.50%),,←,
24,"Robertson, Russell",25y 209d,134 (66-0-68 49.25%),201 (1.50),←,
6,"Thompson, Scott",21y 98d,39 (18-0-21 46.15%),17 (0.44),←,
19,"Vardy, Peter",28y 146d,133 (67-0-66 50.38%),203 (1.53),37 (19-0-18 51.35%),53 (1.43)
42,"Walsh, Peter",27y 332d,96 (47-0-49 48.96%),24 (0.25),←,
31,"Wheatley, Paul",23y 69d,64 (37-0-27 57.81%),22 (0.34),←,
45,"Whelan, Matthew",24y 220d,81 (39-0-42 48.15%),9 (0.11),←,
34,"White, Jeff",27y 122d,174 (85-0-89 48.85%),76 (0.44),142 (72-0-70 50.70%),58 (0.41)
13,"Yze, Adem",26y 273d,200 (90-0-110 45.00%),146 (0.73),←,
Totals,Totals,24y 284d,2092 (1051-3-1038 50.24%),1742 (0.83),,
C,"Daniher, Neale",43y 126d,153 (76-0-77 49.67%),,←,
