Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",16,5,3,19,6,,,3.0,,,,,2.0,2.0,2.0,,,,,,,,
10,"Ashcroft, Marcus",10,2,9,19,,,,1.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",7,2,4,11,,,,4.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",12,2,4,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
16,"Clarke, Matthew",5,3,9,14,,,28.0,,,,,,3.0,1.0,1.0,,,,,,,,
14,"Dickfos, Danny",4,2,1,5,,,,,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",23,5,12,35,1,1.0,,4.0,,,,,1.0,,3.0,,,,,,,,
8,"Gowers, Andrew",21,4,3,24,1,,,1.0,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",15,4,10,25,3,3.0,,3.0,,,,,1.0,2.0,,,,,,,,,
27,"Keating, Clark",8,5,5,13,2,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
41,"Kennedy, Matthew",7,1,2,9,,,,1.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",6,3,21,27,,,,4.0,,,,,2.0,1.0,,,,,,,,,
44,"Lappin, Nigel",15,5,8,23,1,,,,,,,,1.0,2.0,,,,,,,,,
23,"Leppitsch, Justin",8,4,4,12,3,2.0,,1.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",2,1,,2,2,,,,,,,,,,,,,,,,,,
42,"Lynch, Tristan",7,3,7,14,,,,4.0,,,,,3.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",3,,2,5,,1.0,,,,,,,,,,,,,,,,,
24,"Merrett, Roger",2,1,1,3,1,1.0,,2.0,,,,,,,,,,,,,,,
22,"Scott, Chris",1,1,1,2,,,,,,,,,,,,,,,,,,,
3,"Voss, Michael",15,4,17,32,4,,,4.0,,,,,3.0,1.0,,,,,,,,,
33,"White, Darryl",14,6,5,19,1,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,63,128,329,25,13.0,30.0,37.0,,,,,24.0,16.0,6.0,,,,,,,,
Opposition,Opposition,173,59,107,280,17,14.0,6.0,38.0,,,,,16.0,24.0,,,,,,,,,
