Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",6,5,12,18,2,1.0,19.0,4.0,1.0,,2.0,5.0,2.0,4.0,,10.0,8.0,1.0,4.0,2.0,,,83.0
45,"Crameri, Stewart",12,9,6,18,4,2.0,,1.0,,5.0,,3.0,2.0,2.0,,10.0,11.0,2.0,4.0,2.0,,1.0,94.0
34,"Hardingham, Kyle",13,7,7,20,,,,1.0,6.0,3.0,,2.0,1.0,1.0,,8.0,14.0,2.0,1.0,7.0,,,92.0
21,"Heppell, Dyson",12,7,12,24,,,1.0,1.0,5.0,2.0,,2.0,,1.0,,4.0,20.0,,,5.0,1.0,,78.0
43,"Hibberd, Michael",11,7,5,16,,,,1.0,4.0,1.0,,,,,,7.0,9.0,4.0,,3.0,1.0,,90.0
19,"Hille, David",10,8,8,18,1,,13.0,,2.0,2.0,,1.0,,,,3.0,15.0,2.0,1.0,,,,77.0
39 ↓,"Hocking, Heath",11,4,6,17,1,1.0,,1.0,3.0,4.0,2.0,2.0,,1.0,,4.0,13.0,1.0,,2.0,1.0,1.0,58.0
26,"Hooker, Cale",15,7,15,30,,,,4.0,3.0,4.0,,4.0,,2.0,,10.0,20.0,,,4.0,2.0,2.0,96.0
40,"Howlett, Ben",17,3,12,29,1,,,7.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,13.0,17.0,,1.0,1.0,,3.0,77.0
18,"Hurley, Michael",9,4,8,17,,,,,3.0,1.0,1.0,1.0,3.0,1.0,,10.0,10.0,1.0,,11.0,,,96.0
7,"Jetta, Leroy",12,2,12,24,1,1.0,,4.0,,5.0,1.0,3.0,1.0,2.0,,10.0,14.0,,,1.0,1.0,3.0,86.0
14,"Lonergan, Sam",14,4,12,26,2,,,4.0,,7.0,5.0,2.0,1.0,1.0,,10.0,16.0,1.0,1.0,,,1.0,80.0
42,"Lovett-Murray, Nathan",7,8,18,25,,,,3.0,1.0,1.0,,2.0,,1.0,,11.0,15.0,3.0,,7.0,,,93.0
10,"McVeigh, Mark",13,2,8,21,,,,5.0,,2.0,,3.0,,3.0,,2.0,19.0,,,1.0,,1.0,80.0
17 ↑,"Melksham, Jake",3,2,2,5,,,,,,1.0,1.0,,,,,1.0,4.0,,,,,,23.0
6,"Monfries, Angus",9,3,14,23,4,,,6.0,,3.0,3.0,4.0,4.0,2.0,,11.0,15.0,,2.0,3.0,1.0,1.0,84.0
37,"Reimers, Kyle",15,7,5,20,8,2.0,,6.0,1.0,1.0,1.0,2.0,1.0,,3.0,8.0,10.0,2.0,4.0,1.0,,,91.0
30,"Ryder, Paddy",8,4,6,14,3,,7.0,2.0,,2.0,,,,,,5.0,7.0,1.0,2.0,2.0,1.0,2.0,90.0
20,"Slattery, Henry",3,1,4,7,,,,1.0,,,,,1.0,,,3.0,5.0,,,1.0,,,92.0
5,"Stanton, Brent",21,3,12,33,1,,,3.0,4.0,6.0,3.0,2.0,2.0,,,12.0,22.0,,1.0,1.0,2.0,3.0,76.0
4,"Watson, Jobe",15,5,20,35,1,2.0,,3.0,1.0,7.0,9.0,5.0,1.0,2.0,2.0,20.0,19.0,1.0,2.0,5.0,1.0,,80.0
11,"Zaharakis, David",9,4,8,17,2,1.0,,1.0,1.0,5.0,3.0,1.0,,1.0,,8.0,8.0,2.0,2.0,,3.0,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,106,212,457,31,11.0,40.0,58.0,38.0,65.0,35.0,46.0,21.0,25.0,6.0,180.0,291.0,23.0,25.0,59.0,14.0,19.0,
Opposition,Opposition,161,57,155,316,8,10.0,28.0,70.0,29.0,48.0,33.0,41.0,25.0,21.0,,131.0,185.0,6.0,3.0,62.0,7.0,5.0,
