Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",8,4,9,17,,,1.0,4.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",11,2,4,15,,,,,,,,,1.0,1.0,,,,,,,,,
30,"Bourke, Damian",,,,,,,,,,,,,,,,,,,,,,,
1,"Champion, Richard",12,4,4,16,,,,1.0,,,,,2.0,3.0,,,,,,,,,
16,"Clarke, Matthew",8,4,4,12,,1.0,15.0,2.0,,,,,2.0,6.0,,,,,,,,,
20,"Craven, Danny",9,,4,13,,,,3.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",21,7,14,35,,,,2.0,,,,,2.0,,,,,,,,,,
4,"Gastev, John",11,2,8,19,1,,,1.0,,,,,,1.0,,,,,,,,,
14,"Hamilton, Shane",,,,,,,,,,,,,,,,,,,,,,,
32,"Hart, Shaun",11,5,5,16,1,,,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",10,4,1,11,1,,,1.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",9,1,20,29,,1.0,,3.0,,,,,1.0,2.0,2.0,,,,,,,,
44,"Lappin, Nigel",4,,6,10,1,,,1.0,,,,,,,,,,,,,,,
15,"Lehmann, Troy",10,6,7,17,1,1.0,,,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",8,4,2,10,4,1.0,,,,,,,2.0,1.0,,,,,,,,,
17,"Leslie, Martin",3,2,7,10,,,,1.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",19,5,5,24,1,3.0,,3.0,,,,,1.0,2.0,,,,,,,,,
7,"McIvor, Scott",11,4,3,14,,,4.0,1.0,,,,,,2.0,,,,,,,,,
8,"Peos, Paul",8,5,4,12,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Scott, Chris",11,4,1,12,,,,2.0,,,,,1.0,,,,,,,,,,
3,"Voss, Michael",8,5,5,13,1,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,68,113,305,12,14.0,20.0,27.0,,,,,16.0,19.0,2.0,,,,,,,,
Opposition,Opposition,176,78,116,292,13,11.0,35.0,41.0,,,,,19.0,16.0,4.0,,,,,,,,
