Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",11.0,5.0,4,15,1.0,,,6.0,2.0,1.0,1.0,1.0,,,,3,12,,,3.0,,,75.0
6,"Bate, Matthew",6.0,3.0,9,15,1.0,,,1.0,,4.0,2.0,1.0,2.0,1.0,,7,9,,,2.0,,,90.0
21,"Bell, Daniel",16.0,2.0,8,24,,,,5.0,9.0,1.0,,4.0,1.0,2.0,,2,14,,,2.0,1.0,,92.0
32,"Bruce, Cameron",11.0,8.0,8,19,,2.0,,,4.0,1.0,,1.0,,1.0,,4,15,1.0,2.0,2.0,2.0,,95.0
1,"Buckley, Simon",12.0,4.0,12,24,,1.0,,1.0,1.0,5.0,3.0,2.0,,1.0,,7,17,,,1.0,1.0,,73.0
36,"Davey, Aaron",13.0,2.0,4,17,,1.0,,3.0,3.0,3.0,4.0,3.0,,2.0,,4,12,,,1.0,8.0,1.0,79.0
8,"Frawley, James",6.0,4.0,4,10,,,,4.0,2.0,,,2.0,,2.0,,4,7,,,1.0,,,76.0
20,"Garland, Colin",7.0,5.0,5,12,1.0,1.0,,2.0,2.0,1.0,,3.0,,3.0,,3,9,,1.0,5.0,,,91.0
18,"Green, Brad",10.0,7.0,13,23,,1.0,,3.0,3.0,2.0,1.0,1.0,,,,3,19,,1.0,6.0,1.0,,87.0
40,"Jamar, Mark",,,1,1,,,16.0,3.0,,,,5.0,1.0,5.0,,1,1,,,2.0,,,64.0
11,"Johnson, Paul",7.0,3.0,4,11,,,1.0,3.0,3.0,1.0,,1.0,1.0,,,2,8,,,8.0,,,96.0
2,"Jones, Nathan",11.0,4.0,14,25,,,,3.0,1.0,2.0,7.0,2.0,,1.0,,7,18,,,,2.0,,77.0
23,"McDonald, James",6.0,3.0,10,16,,,1.0,5.0,2.0,3.0,2.0,,2.0,,,4,12,,,1.0,,2.0,89.0
5,"McLean, Brock",4.0,3.0,6,10,,,,4.0,,1.0,3.0,2.0,1.0,2.0,,4,6,,,1.0,,,77.0
7,"Miller, Brad",7.0,4.0,7,14,1.0,,,1.0,,1.0,,1.0,1.0,,,5,9,1.0,1.0,1.0,,,87.0
22,"Moloney, Brent",8.0,3.0,8,16,1.0,,,5.0,,4.0,2.0,4.0,1.0,1.0,,6,11,,1.0,,1.0,,79.0
10,"Morton, Cale",9.0,8.0,9,18,3.0,,,2.0,1.0,2.0,,4.0,,,,2,16,,2.0,4.0,2.0,1.0,76.0
24,"Robertson, Russell",11.0,6.0,2,13,2.0,,,1.0,,2.0,,1.0,,,,3,9,,3.0,,,1.0,89.0
44,"Valenti, Shane",6.0,4.0,4,10,,1.0,,6.0,,1.0,1.0,1.0,,1.0,,2,8,,,3.0,,1.0,70.0
37,"Warnock, Matthew",4.0,4.0,6,10,,,,2.0,1.0,,,3.0,1.0,,,7,3,1.0,,6.0,,,78.0
34,"White, Jeff",10.0,8.0,11,21,,1.0,20.0,3.0,,1.0,2.0,2.0,,1.0,,9,13,,,3.0,,,76.0
39,"Wonaeamirri, Austin",8.0,9.0,9,17,1.0,,,2.0,,3.0,,5.0,,2.0,,3,14,,4.0,1.0,,2.0,85.0
Totals,Totals,183.0,99.0,158,341,11.0,8.0,38.0,65.0,34.0,39.0,28.0,49.0,11.0,25.0,,92,242,3.0,15.0,53.0,18.0,8.0,
Opposition,Opposition,229.0,121.0,159,388,22.0,18.0,31.0,51.0,27.0,58.0,40.0,26.0,25.0,11.0,6.0,128,257,13.0,23.0,36.0,25.0,19.0,
