Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 247d,157 (65-2-90 42.04%),39 (0.25),←,
8,"Bewick, Rohan",23y 283d,42 (18-0-24 42.86%),35 (0.83),←,
42,"Clarke, Justin",19y 244d,11 (6-0-5 54.55%),,←,
1,"Docherty, Sam",19y 276d,8 (3-0-5 37.50%),,←,
6,"Green, Josh",20y 330d,28 (14-0-14 50.00%),28 (1.00),←,
11,"Hanley, Pearce",24y 247d,71 (23-0-48 32.39%),24 (0.34),←,
2,"Harwood, Ryan",21y 347d,37 (14-0-23 37.84%),4 (0.11),←,
35,"Lester, Ryan",20y 328d,34 (15-0-19 44.12%),7 (0.21),←,
23,"Leuenberger, Matthew",25y 43d,83 (30-1-52 36.75%),18 (0.22),←,
19,"Lisle, Jordan",23y 8d,17 (10-0-7 58.82%),13 (0.76),12 (6-0-6 50.00%),12 (1.00)
36,"Maguire, Matt",29y 51d,149 (73-1-75 49.33%),19 (0.13),50 (19-0-31 38.00%),
32,"Mayes, Sam",19y 61d,12 (7-0-5 58.33%),5 (0.42),←,
9,"McGrath, Ashley",30y 61d,204 (98-2-104 48.53%),158 (0.77),←,
21,"Merrett, Daniel",28y 220d,147 (64-3-80 44.56%),48 (0.33),←,
24,"Patfull, Joel",28y 225d,155 (63-3-89 41.61%),22 (0.14),←,
29,"Raines, Andrew",27y 134d,113 (39-1-73 34.96%),12 (0.11),57 (21-0-36 36.84%),11 (0.19)
30,"Redden, Jack",22y 223d,92 (34-1-57 37.50%),44 (0.48),←,
10,"Rich, Daniel",23y 43d,92 (37-1-54 40.76%),59 (0.64),←,
38,"Rockliff, Tom",23y 148d,77 (25-0-52 32.47%),41 (0.53),←,
14,"Staker, Brent",29y 58d,148 (77-1-70 52.36%),109 (0.74),38 (13-0-25 34.21%),25 (0.66)
26,"Yeo, Elliot",19y 292d,21 (8-0-13 38.10%),1 (0.05),←,
15,"Zorko, Dayne",24y 161d,32 (15-0-17 46.88%),33 (1.03),←,
Totals,Totals,24y 84d,1730 (738-16-976 42.66%),719 (0.42),,
C,"Voss, Michael",38y 13d,106 (42-1-63 40.09%),,←,
