St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
21,"Arnol, Jody",22y 188d,13 (5-0-8 38.46%),6 (0.46),←,
29,"Burke, Nathan",21y 54d,75 (25-0-50 33.33%),22 (0.29),←,
15,"Coghlan, Frank",28y 152d,76 (21-0-55 27.63%),21 (0.28),←,
14,"Craven, Danny",23y 333d,7 (3-0-4 42.86%),,←,
34,"Daniels, Jayson",20y 41d,55 (16-0-39 29.09%),14 (0.25),←,
33,"Davies, Darren",25y 169d,38 (17-0-21 44.74%),37 (0.97),1 (0-0-1 0.00%),2 (2.00)
20,"Dwyer, Mick",22y 136d,48 (13-0-35 27.08%),38 (0.79),←,
2,"Frawley, Danny",27y 205d,146 (38-0-108 26.03%),10 (0.07),←,
6,"Grant, David",24y 237d,118 (33-0-85 27.97%),65 (0.55),←,
10,"Harding, Paul",26y 301d,56 (24-0-32 42.86%),5 (0.09),45 (17-0-28 37.78%),3 (0.07)
35,"Harvey, Robert",19y 223d,36 (13-0-23 36.11%),31 (0.86),←,
23,"Loewe, Stewart",22y 313d,97 (31-0-66 31.96%),112 (1.15),←,
5,"McAdam, Gilbert",24y 2d,2 (1-0-1 50.00%),1 (0.50),←,
12,"Morris, Russell",28y 304d,95 (72-1-22 76.32%),58 (0.61),2 (1-0-1 50.00%),6 (3.00)
25,"Muller, Ian",25y 252d,20 (11-0-9 55.00%),1 (0.05),14 (7-0-7 50.00%),1 (0.07)
1,"Newport, Stephen",25y 147d,103 (55-0-48 53.40%),58 (0.56),2 (1-0-1 50.00%),
41,"Pekin, Tim",26y 69d,130 (59-0-71 45.38%),29 (0.22),23 (10-0-13 43.48%),14 (0.61)
37,"Rice, Dean",23y 15d,84 (29-0-55 34.52%),20 (0.24),←,
26,"Taylor, Kain",23y 169d,44 (12-0-32 27.27%),11 (0.25),←,
17,"Wilson, Brian",29y 183d,204 (98-1-105 48.28%),232 (1.14),2 (1-0-1 50.00%),2 (1.00)
Totals,Totals,24y 211d,1447 (576-2-869 39.81%),771 (0.53),,
C,"Sheldon, Ken",31y 91d,24 (10-0-14 41.67%),,←,
