Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",10,1,10,20,1,,1.0,4.0,1.0,4.0,5.0,2.0,1.0,1.0,,10.0,11.0,,,5.0,,1.0,94.0
35,"Chapman, Paul",18,6,6,24,1,,,2.0,4.0,7.0,3.0,4.0,,3.0,,10.0,14.0,1.0,,2.0,,,89.0
11,"Corey, Joel",7,3,10,17,,,,7.0,,3.0,3.0,8.0,2.0,6.0,,9.0,10.0,,,1.0,,,85.0
22,"Duncan, Mitch",13,6,11,24,2,1.0,1.0,5.0,,4.0,3.0,2.0,,1.0,,6.0,18.0,,1.0,3.0,1.0,1.0,86.0
44,"Enright, Corey",9,6,3,12,,,,,2.0,,1.0,4.0,,2.0,,1.0,10.0,,,2.0,,,85.0
29,"Guthrie, Cameron",6,2,3,9,,,,,3.0,,,,,,,3.0,5.0,,,,,,74.0
26,"Hawkins, Tom",7,5,,7,1,2.0,,2.0,,1.0,,2.0,1.0,1.0,,6.0,1.0,4.0,2.0,,,,94.0
8,"Hunt, Josh",12,8,4,16,,,,2.0,7.0,1.0,,3.0,,1.0,,4.0,10.0,2.0,,3.0,,,80.0
19,"Hunt, Taylor",7,4,8,15,1,1.0,,1.0,,4.0,3.0,2.0,1.0,1.0,,5.0,9.0,,,1.0,2.0,,82.0
20,"Johnson, Steve",9,3,8,17,,1.0,,1.0,,4.0,,2.0,3.0,,,7.0,10.0,,1.0,1.0,3.0,1.0,91.0
9,"Kelly, James",11,3,11,22,,,,2.0,2.0,3.0,5.0,4.0,1.0,1.0,,9.0,12.0,,,2.0,,1.0,83.0
13,"Lonergan, Tom",7,4,7,14,,,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,,5.0,9.0,1.0,,6.0,,,91.0
4,"Mackie, Andrew",10,5,6,16,,,,2.0,4.0,1.0,,,,,,2.0,13.0,,,1.0,,1.0,85.0
32,"Motlop, Steven",11,3,3,14,4,2.0,,2.0,,3.0,,3.0,1.0,1.0,,6.0,7.0,,2.0,,2.0,,82.0
30,"Scarlett, Matthew",11,8,9,20,,,,5.0,3.0,,,2.0,1.0,1.0,,9.0,11.0,2.0,,8.0,,,97.0
14,"Selwood, Joel",16,3,11,27,2,1.0,3.0,6.0,2.0,8.0,6.0,1.0,2.0,1.0,3.0,14.0,14.0,,,3.0,1.0,1.0,86.0
23 ↓,"Stephenson, Orren",3,1,,3,,,10.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,,,57.0
27,"Stokes, Mathew",5,2,18,23,1,,,,,1.0,3.0,1.0,4.0,,,13.0,10.0,,,,,4.0,83.0
41 ↑,"Stringer, Jesse",6,1,4,10,,1.0,,1.0,1.0,1.0,,,,,,3.0,7.0,,,,,,26.0
7,"Taylor, Harry",11,8,5,16,,,,1.0,3.0,1.0,,2.0,3.0,1.0,,8.0,9.0,2.0,,8.0,,1.0,90.0
12,"West, Trent",3,2,6,9,1,,11.0,5.0,,,4.0,3.0,1.0,3.0,,5.0,3.0,1.0,1.0,4.0,,,82.0
40,"Wojcinski, David",8,7,3,11,,,,1.0,2.0,3.0,,,1.0,,,2.0,9.0,,,1.0,2.0,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,91,146,346,14,13.0,26.0,52.0,37.0,51.0,37.0,48.0,23.0,26.0,3.0,138.0,203.0,14.0,7.0,53.0,11.0,11.0,
Opposition,Opposition,193,68,154,347,11,19.0,54.0,50.0,34.0,54.0,40.0,46.0,26.0,23.0,3.0,147.0,198.0,10.0,7.0,58.0,10.0,4.0,
