Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bennell, Harley",27y 283d,85 (22-1-62 26.47%),96 (1.13),2 (2-0-0 100.00%),1 (0.50)
10,"Brayshaw, Angus",24y 184d,85 (37-0-48 43.53%),39 (0.46),←,
31,"Fritsch, Bayley",23y 218d,50 (23-0-27 46.00%),43 (0.86),←,
11,"Gawn, Max",28y 194d,125 (48-0-77 38.40%),58 (0.46),←,
19,"Hannan, Mitch",26y 124d,44 (25-0-19 56.82%),52 (1.18),←,
4,"Harmes, James",24y 280d,96 (44-0-52 45.83%),57 (0.59),←,
14,"Hibberd, Michael",30y 190d,146 (69-1-76 47.60%),14 (0.10),62 (29-0-33 46.77%),3 (0.05)
39,"Jetta, Neville",30y 150d,151 (55-2-94 37.09%),24 (0.16),←,
15,"Langdon, Ed",24y 161d,73 (27-0-46 36.99%),33 (0.45),5 (2-0-3 40.00%),
8,"Lever, Jake",24y 128d,80 (48-0-32 60.00%),3 (0.04),24 (10-0-14 41.67%),
41,"Lockhart, Jay",24y 159d,16 (5-0-11 31.25%),9 (0.56),←,
1,"May, Steven",28y 183d,136 (42-1-93 31.25%),22 (0.16),13 (4-0-9 30.77%),1 (0.08)
28,"McDonald, Oscar",24y 115d,76 (40-0-36 52.63%),1 (0.01),←,
25,"McDonald, Tom",27y 297d,166 (61-0-105 36.75%),106 (0.64),←,
18,"Melksham, Jake",28y 317d,173 (83-1-89 48.27%),129 (0.75),59 (31-0-28 52.54%),72 (1.22)
13,"Oliver, Clayton",22y 355d,87 (42-0-45 48.28%),26 (0.30),←,
5,"Petracca, Christian",24y 189d,90 (41-0-49 45.56%),84 (0.93),←,
36,"Pickett, Kysaiah",19y 39d,4 (1-0-3 25.00%),2 (0.50),←,
3,"Salem, Christian",24y 362d,94 (39-0-55 41.49%),20 (0.21),←,
22,"Vandenberg, Aaron",28y 130d,38 (17-0-21 44.74%),22 (0.58),←,
7,"Viney, Jack",26y 89d,124 (42-0-82 33.87%),32 (0.26),←,
26,"Weideman, Sam",23y 15d,32 (16-0-16 50.00%),29 (0.91),←,
Totals,Totals,25y 305d,1971 (827-6-1138 41.96%),901 (0.46),,
C,"Goodwin, Simon",43y 198d,75 (35-0-40 46.67%),,74 (35-0-39 47.30%),
