Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",27y 121d,88 (42-1-45 48.30%),34 (0.39),66 (34-1-31 52.27%),26 (0.39)
32,"Bourke, David",20y 138d,22 (14-0-8 63.64%),1 (0.05),←,
17,"Broderick, Paul",26y 144d,149 (71-1-77 47.99%),114 (0.77),56 (32-1-23 58.04%),34 (0.61)
9,"Campbell, Wayne",23y 246d,106 (45-1-60 42.92%),67 (0.63),←,
15,"Charles, Justin",25y 241d,62 (32-2-28 53.23%),37 (0.60),26 (14-1-11 55.77%),13 (0.50)
10,"Daffy, Nick",23y 15d,58 (33-1-24 57.76%),73 (1.26),←,
14,"Dear, Greg",33y 39d,185 (129-1-55 70.00%),25 (0.14),48 (27-1-20 57.29%),7 (0.15)
27,"Funcke, Ross",18y 192d,4 (2-0-2 50.00%),,←,
25,"Gale, Brendon",27y 313d,131 (53-1-77 40.84%),141 (1.08),←,
1,"Gale, Michael",29y 157d,149 (65-1-83 43.96%),41 (0.28),44 (24-1-19 55.68%),12 (0.27)
2,"Gaspar, Darren",20y 6d,29 (11-0-18 37.93%),1 (0.03),8 (4-0-4 50.00%),
3,"Kellaway, Duncan",23y 99d,66 (35-1-30 53.79%),,←,
8,"Merenda, Mark",20y 210d,31 (19-0-12 61.29%),18 (0.58),←,
6,"Naish, Chris",24y 242d,118 (48-1-69 41.10%),178 (1.51),←,
19,"Neeld, Mark",24y 318d,74 (40-1-33 54.73%),33 (0.45),26 (14-1-11 55.77%),16 (0.62)
7,"Prescott, Ashley",23y 258d,42 (23-1-18 55.95%),2 (0.05),←,
12,"Richardson, Matthew",21y 68d,51 (25-0-26 49.02%),148 (2.90),←,
4,"Rogers, Matthew",22y 183d,51 (28-1-22 55.88%),48 (0.94),←,
37,"Ryan, Damien",18y 297d,1 (0-0-1 0.00%),,←,
5,"Tape, Jamie",22y 51d,55 (31-1-23 57.27%),3 (0.05),←,
29,"Torney, Jason",18y 345d,13 (6-1-6 50.00%),2 (0.15),←,
Totals,Totals,23y 228d,1485 (752-16-717 50.64%),966 (0.65),,
C,"Walls, Robert",45y 310d,317 (149-2-166 47.32%),,9 (4-0-5 44.44%),
