Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",20,4,13,33,1,1.0,1.0,,,,,,,,,,,,,,,,
32,"Baldwin, Jason",26,2,10,36,1,1.0,,2.0,,,,,5.0,,,,,,,,,,
41,"Bird, Peter",6,1,5,11,,,,,,,,,,,,,,,,,,,
14,"Bizzotto, Frank",4,1,4,8,1,,,3.0,,,,,,1.0,,,,,,,,,
1,"Boyd, Brad",14,5,16,30,,1.0,,,,,,,,3.0,,,,,,,,,
27,"Chandler, Brett",7,2,3,10,,,,,,,,,2.0,,,,,,,,,,
35,"Cook, Brett",1,3,4,5,,,1.0,,,,,,,2.0,,,,,,,,,
31,"Dent, Matthew",9,4,4,13,,,,1.0,,,,,2.0,,,,,,,,,,
28,"Doyle, Peter",13,2,1,14,,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",,,4,4,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",10,8,2,12,3,1.0,,,,,,,1.0,1.0,,,,,,,,,
3,"Hawkins, Doug",2,1,6,8,,,,1.0,,,,,,,,,,,,,,,
36,"Lamb, Wayne",7,4,3,10,1,,,1.0,,,,,2.0,,,,,,,,,,
30,"Manson, James",5,4,5,10,,1.0,10.0,,,,,,2.0,2.0,,,,,,,,,
25,"McCarthy, John",8,2,5,13,,,1.0,1.0,,,,,,3.0,,,,,,,,,
7,"Molloy, Jarrod",5,3,4,9,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
34,"Morton, Danny",7,1,4,11,,1.0,,1.0,,,,,2.0,,,,,,,,,,
4,"Paxman, Stephen",5,1,5,10,,,,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Pike, Martin",9,4,7,16,1,,,2.0,,,,,1.0,,,,,,,,,,
22,"Stretch, Steven",11,1,,11,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Zanotti, Mark",15,2,4,19,,,,,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,55,109,293,9,10.0,14.0,20.0,,,,,26.0,17.0,,,,,,,,,
Opposition,Opposition,199,88,121,320,17,14.0,27.0,29.0,,,,,17.0,26.0,6.0,,,,,,,,
