Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Anderson, Greg",1,,1,2,,,,,,,,,,,,,,,,,,,
26,"Bickley, Mark",6,2,10,16,,,,3.0,,,,,,1.0,,,,,,,,,
21,"Brown, David",4,1,3,7,,,,1.0,,,,,,,,,,,,,,,
44,"Caven, Peter",7,1,1,8,,,,2.0,,,,,1.0,1.0,,,,,,,,,
19,"Chalmers, Brett",3,,2,5,,,,,,,,,,,,,,,,,,,
17,"Collins, Matthew",6,,3,9,,,,,,,,,,2.0,,,,,,,,,
14,"Connell, Matthew",17,1,7,24,,1.0,,1.0,,,,,,1.0,,,,,,,,,
13,"Ellen, Shane",12,7,7,19,,,,,,,,,,,,,,,,,,,
34,"Hart, Ben",9,2,3,12,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Jameson, Rod",8,1,1,9,,,,3.0,,,,,2.0,1.0,,,,,,,,,
2,"Jarman, Andrew",11,3,2,13,2,,,1.0,,,,,1.0,,,,,,,,,,
3,"Jarman, Darren",5,2,4,9,,,1.0,1.0,,,,,2.0,,,,,,,,,,
27,"Liptak, Matthew",10,2,12,22,1,,,,,,,,1.0,1.0,,,,,,,,,
8,"McCartney, Jason",2,1,4,6,,,,,,,,,1.0,,,,,,,,,,
23,"McLeod, Andrew",5,1,6,11,,1.0,,,,,,,1.0,1.0,,,,,,,,,
6,"Modra, Tony",11,7,,11,4,4.0,,,,,,,,,,,,,,,,,
16,"Pesch, Nick",6,,3,9,,1.0,,,,,,,,1.0,,,,,,,,,
15,"Pittman, David",5,5,11,16,,1.0,17.0,3.0,,,,,5.0,1.0,,,,,,,,,
32,"Ricciuto, Mark",15,4,13,28,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Robran, Matthew",11,10,5,16,3,2.0,4.0,1.0,,,,,,1.0,2.0,,,,,,,,
7,"Smart, Nigel",9,5,7,16,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,55,105,268,14,15.0,22.0,22.0,,,,,17.0,15.0,2.0,,,,,,,,
Opposition,Opposition,171,70,103,274,16,12.0,15.0,39.0,,,,,15.0,17.0,4.0,,,,,,,,
