Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
6,"Anderson, Stuart",23y 296d,64 (43-0-21 67.19%),21 (0.33),3 (1-0-2 33.33%),1 (0.33)
44,"Bandy, Daniel",22y 152d,38 (17-0-21 44.74%),36 (0.95),←,
32,"Bond, Chris",29y 83d,126 (60-1-65 48.02%),42 (0.33),4 (2-0-2 50.00%),2 (0.50)
24,"Burton, Matthew",27y 335d,46 (18-0-28 39.13%),17 (0.37),←,
42,"Callaghan, Craig",22y 41d,52 (17-0-35 32.69%),30 (0.58),←,
13,"Chisholm, Scott",24y 326d,51 (21-0-30 41.18%),21 (0.41),←,
31,"Clement, James",21y 227d,36 (14-0-22 38.89%),15 (0.42),←,
41,"Clucas, Matthew",20y 32d,5 (2-0-3 40.00%),,←,
19,"Dhurrkay, Gary",24y 46d,42 (17-0-25 40.48%),43 (1.02),←,
12,"Dodd, Brad",21y 27d,4 (2-0-2 50.00%),3 (0.75),←,
2,"Fletcher, Adrian",28y 191d,156 (73-2-81 47.44%),73 (0.47),4 (2-0-2 50.00%),
37,"Gale, Mark",21y 347d,25 (10-0-15 40.00%),5 (0.20),←,
3,"Harding, Greg",21y 214d,40 (18-0-22 45.00%),1 (0.03),←,
21,"Hargraves, Daniel",22y 85d,39 (15-0-24 38.46%),62 (1.59),1 (1-0-0 100.00%),
9,"Mann, Peter",27y 224d,99 (40-0-59 40.40%),91 (0.92),60 (22-0-38 36.67%),79 (1.32)
43,"McGovern, Andrew",30y 12d,66 (24-1-41 37.12%),8 (0.12),46 (20-0-26 43.48%),1 (0.02)
8,"McManus, Shaun",22y 69d,41 (14-0-27 34.15%),28 (0.68),←,
25,"Norrish, Jason",26y 83d,66 (30-0-36 45.45%),7 (0.11),46 (18-0-28 39.13%),5 (0.11)
10,"OReilly, Stephen",25y 161d,101 (45-0-56 44.55%),9 (0.09),65 (24-0-41 36.92%),4 (0.06)
23,"Parker, Shane",25y 60d,49 (20-0-29 40.82%),3 (0.06),←,
15,"Sinclair, Jess",19y 236d,12 (5-0-7 41.67%),4 (0.33),←,
4,"Wills, Andrew",26y 106d,114 (64-0-50 56.14%),106 (0.93),55 (24-0-31 43.64%),63 (1.15)
Totals,Totals,24y 103d,1272 (569-4-699 44.73%),625 (0.49),,
C,"Neesham, Gerard",43y 129d,70 (27-0-43 38.57%),,←,
